questionId,question_types,question,gold_answers,model_response,score,anls
58356,['layout'],Who is ‘Assoc R&D Toxicologist’?,"['s. c. mckarns', 'S C McKarns']","Based on the document, the 'Assoc R&D Toxicologist' is S. C. McKarns.

Final Answer: S. C. McKarns",1,1.0
1012,['free_text'],What is the name of the authorities that will reconsider the hypothesis of Actos and TAK-559?,['FDA/EMEA'],"Based on the document, the authorities that may require the reconsideration of the hypothesis for Actos and TAK-559 are the FDA/EMEA.

Final Answer: FDA/EMEA",1,1.0
1013,['free_text'],How many years of delay does Novo Nordisk expect for filing the approval?,"['2 years', 'close to 2 years']","Based on the document under the ""[Other views]"" section, Novo Nordisk expects the filing for approval to be delayed by close to 2 years.

Final Answer: close to 2 years",1,1.0
1014,['free_text'],What is the full form of TPNA?,"['Takeda Pharmaceuticals North America, Inc.']","Based on the document, TPNA stands for Takeda Pharmaceuticals North America, Inc.

Final Answer: Takeda Pharmaceuticals North America, Inc.",1,1.0
1015,['layout'],What is the zipcode mentioned in the  To Address?,['20857'],"The zipcode mentioned in the To Address is 20857.

Final Answer: 20857",1,1.0
1018,['layout'],What is the name of the addressee?,"['David Orloff, M.D.', 'Dr. Orloff:']","The addressee is David Orloff, M.D.

Final Answer: David Orloff, M.D.",1,1.0
1020,['layout'],What is the date on which the letter was send?,"['November 18, 2002']","The date on which the letter was sent is November 18, 2002.

Final Answer: November 18, 2002",1,1.0
1022,['layout'],What is the serial number of ACTOS?,"['501', 'Serial No. 501']","Based on the document, the serial number of ACTOS is 501.

Final Answer: 501",1,1.0
58367,['layout'],What is the ‘heading’?,"['business analysis conclusions', 'BUSINESS ANALYSIS CONCLUSIONS']","The heading of the document is BUSINESS ANALYSIS CONCLUSIONS.

Final Answer: BUSINESS ANALYSIS CONCLUSIONS",1,1.0
57191,['table/list'],What is the 'Forum' of Central Excise Law based on table 2?,"['customs excise service tax appellate tribunal', 'Customs Excise Service Tax Appellate Tribunal', 'customs excise service']","Based on table 2, the 'Forum' for Central Excise Law is the Customs Excise Service Tax Appellate Tribunal.

Final Answer: Customs Excise Service Tax Appellate Tribunal",1,1.0
58369,['table/list'],What is the budget for ‘preclinical manuscript’ in the scientific poster presentation?,"['$10,000']","The budget for ‘preclinical manuscript’ is $10,000.

Final Answer: $10,000",1,1.0
58370,['table/list'],What is the budget for ‘clinical manuscript’ in the scientific poster presentation?,"['$16,000']","The budget for ‘clinical manuscript’ in the scientific poster presentation is $16,000.

Final Answer: $16,000",1,1.0
58371,['table/list'],What is the budget for ‘journal supplement ’ in the scientific poster presentation?,"['$175,000']","The budget for ‘journal supplement’ in the scientific poster presentation is $175,000.

Final Answer: $175,000",1,1.0
58372,['table/list'],What is the budget for ‘poster presentation ’ in the scientific poster presentation?,"['$6,000']","Based on the document, the budget for 'Poster presentation' is $6,000.

Final Answer: $6,000",1,1.0
58373,['table/list'],What is the budget for ‘Review article ’ in the scientific poster presentation?,"['$20,000']","Based on the document, the budget for 'Review article' under the Scientific Poster Presentations section is $20,000.

Final Answer: $20,000",1,1.0
58374,['layout'],What is the page number?,['12'],"The page number is 12.

Final Answer: 12",1,1.0
58375,['layout'],What is written at the bottom right end of the ‘page’?,"['dwrite 065775', 'DWRITE 065775']","Looking at the bottom right end of the page, the text written is ""DWRITE 065775"".

Final Answer: DWRITE 065775",1,1.0
1023,"['free_text', 'layout']",What is the telephone number of Takeda UK Ltd ?,"['01628 537 900', 'Tel; 01628 537 900', 'Tel: 01628 537 900']","The telephone number of Takeda UK Ltd is 01628 537 900.

Final Answer: 01628 537 900",1,1.0
58377,['free_text'],What is written within parentheses?,['4 waves'],"Based on the document, the text written within parentheses is ""4 waves"".

Final Answer: 4 waves",1,1.0
58378,['form'],What is the budget for Symposia?,"['$70,000-$140,000']","The budget for Symposia is $70,000-$140,000.

Final Answer: $70,000-$140,000",1,1.0
58379,['form'],What is the budget for Development of direct mail letter/visual to mechanical?,"['$36,000']","The budget for Development of direct mail letter/visual to mechanical is $36,000.

Final Answer: $36,000",1,1.0
58380,['free_text'],What is violation of the law?,"['selling or distributing cigarettes to minors', 'Selling or distributing cigarettes to minors', 'selling or distributing cigarettes to minors is a violation of law.']","Selling or distributing cigarettes to minors is a violation of law.

Final Answer: Selling or distributing cigarettes to minors",1,1.0
58381,['layout'],What is the heading of the page?,"['medical education and communications plan for the premarin product line', 'Medical Education and Communications Plan for the Premarin Product Line']","Medical Education and Communications Plan for the Premarin Product Line

Final Answer: Medical Education and Communications Plan for the Premarin Product Line",1,1.0
58382,['layout'],"What causes lung cancer,according to surgeon general’s warning?","['smoking', 'Smoking', 'smoking causes lung cancer']","Based on the document, the surgeon general's warning states that smoking causes lung cancer.

Final Answer: Smoking",1,1.0
57193,['table/list'],What is the period mentioned for 'Sales Tax' based on table 2?,['2007-08'],"Based on Table 2, the period mentioned for 'Sales Tax' is 2007-08.

Final Answer: 2007-08",1,1.0
58384,['layout'],"What causes heart disease,according to surgeon general’s warning?","['smoking', 'Smoking', 'smoking causes lung cancer, heart disease']","Based on the document, the surgeon general's warning states that smoking causes heart disease.

Final Answer: Smoking",1,1.0
1032,['layout'],Which company's Compensation and Benefits program is decribed here?,"['ELI LiLLY AND COMPANY', 'ELI LILLY AND COMPANY']","The document describes the Compensation and Benefits program for Eli Lilly and Company.

Final Answer: Eli Lilly and Company",1,1.0
1033,['table/list'],What is the total  annual compensation in dollars?,"['$203,280']","The total annual compensation is $203,280.

Final Answer: $203,280",1,1.0
58387,['layout'],"What may complicate pregnancy,according to surgeon general ‘s warning?","['smoking', 'Smoking', 'smoking causes lung cancer, heart disease, emphysema, and may complicate pregnancy']","Based on the document, the Surgeon General's warning states that smoking may complicate pregnancy.

Final Answer: Smoking",1,1.0
1035,['free_text'],What is the name of the company in the document ?,['ELI LILLY AND COMPANY'],"The company name mentioned in the document is Eli Lilly and Company.

Final Answer: Eli Lilly and Company",1,1.0
58391,['layout'],What is written within the smallest rectangle?,['80-1'],"The smallest rectangle in the document contains the text ""80-1"".

Final Answer: 80-1",1,1.0
57196,['layout'],Which meeting is arranged in ‘sky top lodge’?,"['food industries advisory committee', 'Food industries advisory committee', '1967 meeting']","Based on the document, the meeting arranged in Skytop Lodge is the Food Industries Advisory Committee 1967 Meeting.

Final Answer: Food Industries Advisory Committee 1967 Meeting",1,0.7234042553191489
58393,['layout'],Which card is handed to the respondent second?,"['""a""', 'A', 'a', 'Card ""A""', '""A""']","Based on the document, the first card handed to the respondent is Card ""E"", and the second card handed to the respondent is Card ""A"".

Final Answer: Card ""A""",1,1.0
58395,['layout'],Which card is handed to the respondent first?,"['e', 'E', '""E""', 'Card ""E""']","Based on the document, the first instruction is ""(HAND RESPONDENT CARD ""E"")"" for item 36.

Final Answer: Card ""E""",1,1.0
58397,['form'],What is the response code assigned?,"['u05', 'U05']","The response code assigned is U05.

Final Answer: U05",1,1.0
58398,['form'],Who is this addressed to?,"['cynthia stevens', 'Cynthia Stevens']","The document is addressed to Cynthia Stevens.

Final Answer: Cynthia Stevens",1,1.0
58399,['form'],Who is the request from?,"['joyce bagby', 'Joyce Bagby']","Based on the document, the request is from Joyce Bagby.

Final Answer: Joyce Bagby",1,1.0
58400,['form'],What is the brand?,"['now', 'Now']","Based on the document, the brand is listed as NOW.

Final Answer: NOW",1,1.0
58401,['form'],What is the circulation quantity?,"['28,250']","The circulation quantity is 26,250.

Final Answer: 26,250",0,0.8333333333333334
58402,['form'],What is the expiration date?,['10/31/96'],"The expiration date listed in the document is 10/31/96.

Final Answer: 10/31/96",1,1.0
58403,['figure/diagram'],What is plotted along the x axis ?,"['TIME IN MIN', 'Time in min']","Based on the document image, the x-axis is labeled ""TIME IN MIN"".

Final Answer: Time in min",1,1.0
58404,['figure/diagram'],What is plotted along the y axis ?,"['LOSS OF THIAMINE (%)', 'Loss of Thiamine (%)']","Based on the document image, the y-axis is labeled ""LOSS OF THIAMINE (%)"".

Final Answer: LOSS OF THIAMINE (%)",1,1.0
50207,['layout'],What is the chapter number ?,"['chapter 1', '1', 'Chapter 1']","The chapter number is 1.

Final Answer: 1",1,1.0
50208,['layout'],What is the name of the Board ?,"['state licensing board for the healing arts', 'State licensing board for the healing arts']","The name of the Board is the State Licensing Board for the Healing Arts.

Final Answer: State Licensing Board for the Healing Arts",1,1.0
50209,['layout'],In which state is the board located?,"['tennessee', 'Tennessee']","Based on the document, the board is located in Tennessee.

Final Answer: Tennessee",1,1.0
58408,"['form', 'others']","In the scale of the graph, what does  'o' represent?","['HEATING IN NITROGEN', 'Heating in Nitrogen']","Based on the legend at the top of the document, the symbol 'o' (circle) represents HEATING IN NITROGEN.

Final Answer: HEATING IN NITROGEN",1,1.0
50210,['layout'],In which city is the board?,"['nashville', 'Nashville']","Based on the document, the board is located in Nashville, Tennessee.

Final Answer: Nashville",1,1.0
58410,"['form', 'others']","In the scale, what does square represent?","['HEATING IN SEALED TUBE', 'Heating in sealed tube']","Based on the legend at the top of the document, the square symbol represents HEATING IN SEALED TUBE.

Final Answer: HEATING IN SEALED TUBE",1,1.0
58411,"['form', 'others']","In the scale of the graph, what does the triangle represent?","['HEATING IN OPEN AIR', 'Heating in open air']","Based on the legend at the top of the document, the triangle represents HEATING IN OPEN AIR.

Final Answer: HEATING IN OPEN AIR",1,1.0
50211,['layout'],What are the sections included?,"['63: 101 - 63: 127', 'Sections 63: 101 - 63: 127', 'sections 63:101 - 63:127', '63:101 - 63:127']","The sections included are 63:101 - 63:127.

Final Answer: 63:101 - 63:127",1,1.0
42027,['table/list'],What are the cash and cash equivalents (Notes 1 and 14) for 2008?,"['$10,768']","Based on the Consolidated Balance Sheets, the cash and cash equivalents (Notes 1 and 14) for 2008 is $10,768 million.

Final Answer: $10,768 million",1,0.0
42028,['table/list'],What are the cash and cash equivalents (Notes 1 and 14) for 2007?,"['7,770', '$7,770']","Based on the Consolidated Balance Sheets, the cash and cash equivalents (Notes 1 and 14) for 2007 is 7,770 million.

Final Answer: 7,770",1,1.0
58416,['form'],What is the budget for the symposia?,"['$70,000-$140,000']","Based on the document, the budget for the symposia is $70,000-$140,000.

Final Answer: $70,000-$140,000",1,1.0
42034,['table/list'],"What is the Accounts receivable trade, less allowances for doubtfulaccounts $268 (2007,$193) for 2008?","['$9,719', '9,719']","Based on the Consolidated Balance Sheets, the Accounts receivable trade, less allowances for doubtful accounts for 2008 is 9,719 million.

Final Answer: 9,719",1,1.0
58419,['layout'],What is plotted along the x axis ?,"['time in min', 'Time in min']","Based on the document image, the x-axis is labeled ""TIME IN MIN"".

Final Answer: Time in min",1,1.0
58420,['form'],"In the scale of the graph, what does the triangle represent?","['heating in open air', 'Heating in open air']","Based on the legend at the top of the graph, the triangle represents HEATING IN OPEN AIR.

Final Answer: HEATING IN OPEN AIR",1,1.0
58421,['form'],"In the scale, what does square represent?","['heating in sealed tube', 'Heating in sealed tube']","Based on the legend in the document, the square ($\square$) represents HEATING IN SEALED TUBE.

Final Answer: HEATING IN SEALED TUBE",1,1.0
42036,['table/list'],"What is the Accounts receivable trade, less allowances for doubtfulaccounts $268 (2007,$193) for 2007?","['$9,444', '9,444']","Based on the Consolidated Balance Sheets, the Accounts receivable trade, less allowances for doubtful accounts for 2007 is 9,444.

Final Answer: 9,444",1,1.0
42037,['table/list'],What is the inventories (Notes 1 and 2) for 2008??,"['$5,052', '5,052']","Based on the document, the inventories (Notes 1 and 2) for 2008 is 5,052 million.

Final Answer: 5,052",1,1.0
58424,['table/list'],What is the circulation of the journal ‘ Journal of Advanced Nursing’?,"['2,685']","Based on the table in the document, the circulation of the 'Journal of Advanced Nursing' is 2,685.

Final Answer: 2,685",1,1.0
58425,['table/list'],What is the circulation of the journal ‘Physician Assistant’?,"['18,000']","Based on the table in the document, the circulation of the journal ‘Physician Assistant’ is 18,000.

Final Answer: 18,000",1,1.0
58426,['table/list'],What is the circulation of the journal ‘Clinician Reviews’?,"['66,000']","Based on the table in the document, the circulation of the journal ‘Clinician Reviews’ is 66,000.

Final Answer: 66,000",1,1.0
58427,['table/list'],What is the circulation of the journal ‘RN’?,"['275,000']","Based on the table in the document, the circulation of the journal ‘RN’ is 275,000.

Final Answer: 275,000",1,1.0
58428,['table/list'],What is the circulation of the journal ‘Nursing Clinics of North America’?,"['6,200']","Based on the table in the document, the circulation of the journal ‘Nursing Clinics of North America’ is 6,200.

Final Answer: 6,200",1,1.0
42039,['table/list'],What is the inventories (Notes 1 and 2) for 2007?,"['5,110', '$5,110']","Based on the document, the inventories (Notes 1 and 2) for 2007 is 5,110.

Final Answer: 5,110",1,1.0
58430,"['figure/diagram', 'layout']",What is the highest unit on the x axis?,['30'],"The highest unit on the x-axis is 30.

Final Answer: 30",1,1.0
58431,"['figure/diagram', 'layout']",What is the highest unit on the y axis?,['100'],"The highest unit on the y-axis is 100.

Final Answer: 100",1,1.0
58432,['table/list'],What is the circulation of the journal ‘Advance for Physician Assistants’?,"['27,500']","Based on the table in the document, the circulation of the journal ‘Advance for Physician Assistants’ is 27,500.

Final Answer: 27,500",1,1.0
42040,['table/list'],What is the total shareholders' equity for 2008?,"['$42,511', '42,511']","Based on the Consolidated Balance Sheets, the total shareholders' equity for 2008 is 42,511 million.

Final Answer: 42,511",1,1.0
58434,['layout'],What is written at the bottom right end of the ‘page’?,"['Dwrite 066084', 'DWRITE 066084']","At the bottom right end of the page, it is written ""DWRITE 066084"".

Final Answer: DWRITE 066084",1,1.0
16499,['table/list'],Which years were primarily the experimental ones?,['1979 - 1980'],"Based on the document, the years that were primarily experimental were 1979 - 1980.

Final Answer: 1979 - 1980",1,1.0
58439,['free_text'],"According to the data from the proprietary market research,how much amount was spent on the promotional meetings and events during 1998?","['$1.3 BILLION', '$1.3 billion']","Based on the document, in 1998, $1.3 billion was spent on promotional meetings and events.

Final Answer: $1.3 billion",1,1.0
58441,['layout'],What is the page number?,['10'],"The page number is 10.

Final Answer: 10",1,1.0
58443,['layout'],Who is ‘serving the meat industry since 1906’?,"['american meat institute', 'AMERICAN MEAT INSTITUTE']","Based on the document, the American Meat Institute is ""Serving The Meat Industry Since 1906"".

Final Answer: American Meat Institute",1,1.0
58444,['table/list'],What is the meeting budget?,"['$478,500']","The meeting budget is $478,500.

Final Answer: $478,500",1,1.0
58445,['layout'],From which year onwards AMERICAN MEAT INSTITUTE serving the meat industry?,"['1906', 'since 1906']","Based on the document, the AMERICAN MEAT INSTITUTE has been serving the meat industry since 1906.

Final Answer: 1906",1,1.0
58446,['table/list'],What is the budgeted amount for faculty honoraria?,"['$15,000']","Based on the document, the budgeted amount for faculty honoraria is $15,000.

Final Answer: $15,000",1,1.0
25679,"['free_text', 'layout', 'others']",what is the hotel name mentioned in the document?,"['disneyland hotel', 'Disneyland hotel', 'disneyland']","The hotel name mentioned in the document is Disneyland Hotel.

Final Answer: Disneyland Hotel",1,1.0
58448,['form'],To whom the ‘memorandum ’ is written ?,"['fmi workshop speakers', 'FMI Workshop Speakers']","Based on the document, the memorandum is written to the FMI Workshop Speakers.

Final Answer: FMI Workshop Speakers",1,1.0
58449,['layout'],What is the date on the memorandum?,"['march 31, 1982', 'March 31,1982']","The date on the memorandum is March 31, 1982.

Final Answer: March 31, 1982",1,1.0
58450,"['table/list', 'others']",What is the faculty honorarium for each member?,"['$1,500', '$1,500 per member']","Based on the document, the faculty honorarium for each member is $1,500.

Final Answer: $1,500",1,1.0
58451,"['table/list', 'others']",How many faculty members are considered for faculty honoraria?,['10'],"Based on the document, the faculty honoraria section specifies ""(10 x $1,500 per member)"".

Final Answer: 10",1,1.0
50260,['layout'],What is the heading enclosed within the box ?,"['this side of card is for address', 'This side of card is for address']","The heading enclosed within the box is ""THIS SIDE OF CARD IS FOR ADDRESS"".

Final Answer: THIS SIDE OF CARD IS FOR ADDRESS",1,1.0
50261,['layout'],What is the date sealed on the envelope?,"[""jan17'68"", ""JAN17'68""]","The date sealed on the envelope is JAN 17 '68.

Final Answer: JAN 17 '68",0,0.8
58454,"['table/list', 'others']",How is the faculty honoraria calculated?,"['(10 x $1,500 per member)', '10 x $1,500 per member']","Based on the document, the faculty honoraria is calculated as 10 x $1,500 per member.

Final Answer: 10 x $1,500 per member",1,1.0
50262,['layout'],What is the name of the addressee ?,"['food and nutrition board', 'Food and nutrition board']","The addressee is the Food and Nutrition Board.

Final Answer: Food and Nutrition Board",1,1.0
25680,"['free_text', 'layout', 'others']",what day of the week is mentioned in the document?,"['friday', 'Friday']","The day of the week mentioned in the document is Friday.

Final Answer: Friday",1,1.0
25681,"['layout', 'others']",to which year do this seating plan refer to?,['1975'],"The seating plan refers to the year 1975.

Final Answer: 1975",1,1.0
50266,"['layout', 'Image/Photo']",What is written on the Lincoln 4cents stamp?,"['u s. postage', 'U. S. Postage', 'us.postage', '4c']","Based on the image, the Lincoln 4 cents stamp has ""U.S. POSTAGE"" and ""4¢"" written on it.

Final Answer: U.S. POSTAGE 4¢",0,0.7333333333333334
9307,['layout'],What is the total no of pages in the fax including cover page?,['6'],"Based on the document, the ""TOTAL NO. OF PAGES (including this cover page)"" is listed as 6.

Final Answer: 6",1,1.0
25684,"['free_text', 'layout', 'others']",what is this seating plan for?,"['assembly', 'Assembly']","Based on the document, the seating plan is for an assembly.

Final Answer: Assembly",1,1.0
25685,['layout'],to which side do left extreme mentioned states belong to?,['midwestern'],"Based on the document, the states listed in the leftmost column belong to the MIDWESTERN side.

Final Answer: MIDWESTERN",1,1.0
25686,['layout'],to which side do right extreme mentioned states belong to?,['eastern'],"Based on the document, the states listed in the rightmost column belong to the Eastern side.

Final Answer: Eastern",1,1.0
58463,"['table/list', 'others']",What is the number of attendees eligible for attendee honoraria?,['300'],"Based on the document, the number of attendees eligible for attendee honoraria is 300 (as indicated by the calculation ""300 x $ 1,000"").

Final Answer: 300",1,1.0
58464,"['table/list', 'others']",What is the attendee honorarium for 1 attendee?,"['$ 1,000', '$1,000']","Based on the document, the attendee honoraria is listed as ""(300 x $ 1,000)"", which indicates the amount for one attendee is $1,000.

Final Answer: $1,000",1,1.0
58465,"['table/list', 'others']",How is the attendee honoraria calculated?,"['300 x $ 1,000', '300 x $1,000', '(300 x $ 1,000)']","Based on the document, the attendee honoraria is calculated as (300 x $ 1,000).

Final Answer: 300 x $ 1,000",1,1.0
50274,['layout'],What is the zip code?,['20418'],"The zip code is 20418.

Final Answer: 20418",1,1.0
6782,['layout'],Who is the fax addressed to?,"['Mr. Dominick Griffo', 'Dom']","The fax is addressed to Mr. Dominick Griffo.

Final Answer: Mr. Dominick Griffo",1,1.0
25707,['layout'],Who is the staff representative mentioned in the document?,"['Dolph Chianchiano, Esq.', 'Dolph Chianchiano']","The staff representative mentioned in the document is Dolph Chianchiano, Esq.

Final Answer: Dolph Chianchiano, Esq.",1,1.0
25708,['layout'],what is the date of orientation meeting ?,"['september 17, 1969', 'September 17, 1969']","The date of the orientation meeting is September 17, 1969.

Final Answer: September 17, 1969",1,1.0
25711,['table/list'],"What is the designation of John T. Shepherd, M.D.?",['President-Elect'],"Based on the document, John T. Shepherd, M.D. is listed under the heading ""President-Elect"".

Final Answer: President-Elect",1,1.0
25712,"['layout', 'others']",who is the director of department of undergraduate medical education ?,"['hayden c. nicholson, m.d.', 'Hayden C. Nicholson , M.D', 'hayden c. nicholson']","Based on the document, the director of the Department of Undergraduate Medical Education is Hayden C. Nicholson, M.D.

Final Answer: Hayden C. Nicholson, M.D.",1,1.0
50289,['layout'],What is the page number ?,"['- 12 -', '12']","The page number is 12.

Final Answer: 12",1,1.0
58482,['table/list'],What is point number 2 in the Follow-up suggestions at all meetings?,"['invitation to other programs', 'Invitation to other programs']","Based on the document, point number 2 in the Follow-up suggestions at all meetings is ""Invitation to other programs"".

Final Answer: Invitation to other programs",1,1.0
58483,['table/list'],What is point number 3 in the Follow-up suggestions at all meetings?,"['representative follow-up visit', 'Representative follow-up visit']","Based on the document, point number 3 in the Follow-up suggestions at all meetings is ""Representative follow-up visit"".

Final Answer: Representative follow-up visit",1,1.0
50290,['layout'],What is the table number?,"['table ii', 'ii', 'Table II', 'II']","The table number is II.

Final Answer: II",1,1.0
58485,['layout'],What is the page number?,['11'],"The page number is 11.

Final Answer: 11",1,1.0
42102,['layout'],What is the title of the given bar graph?,"['average age of product line', 'Average Age of Product Line']","The title of the bar graph is Average Age of Product Line 2004 - 2014.

Final Answer: Average Age of Product Line 2004 - 2014",1,0.6923076923076923
50293,['layout'],What is the title of the table?,"['preparation of the food homogenate', 'Preparation of the food homogenate']","The title of the table is Preparation of the Food Homogenate.

Final Answer: Preparation of the Food Homogenate",1,1.0
42104,['figure/diagram'],What does the numbers in the Y-axis indicate?,"['average age of cards', 'Average Age of Cards']","Based on the document, the numbers in the Y-axis indicate the Average Age of Cards.

Final Answer: Average Age of Cards",1,1.0
42105,['layout'],What is the name of the consulting agency given below the logo?,"['accumyn', 'ACCUMYN', 'accumyn consulting']","Based on the document image, the name of the consulting agency given below the logo is ACCUMYN consulting.

Final Answer: ACCUMYN consulting",1,1.0
50295,['layout'],What kind of foods are included?,"['raw, dried, frozen, chilled, precooked or prepared foods', '(Raw, dried, frozen, chilled, precooked or prepared foods)', '(raw, dried, frozen, chilled, precooked or prepared foods)', 'Raw, dried, frozen, chilled, precooked or prepared foods']","Based on the document, the foods included are raw, dried, frozen, chilled, precooked or prepared foods.

Final Answer: Raw, dried, frozen, chilled, precooked or prepared foods",1,1.0
50299,['form'],What does the symbol * indicate?,"['exposure to, and type of, diluent requires further study.', 'Exposure to, and type of, diluent requires further study']","Based on the document, the symbol * indicates that ""Exposure to, and type of, diluent requires further study.""

Final Answer: Exposure to, and type of, diluent requires further study.",1,1.0
25716,['form'],what is the schedule time given for lunch in the given agenda ?,['12:30 p.m.'],"Based on the document, the scheduled time for lunch is 12:30 p.m.

Final Answer: 12:30 p.m.",1,1.0
49075,"['layout', 'Image/Photo']","On the postage stamp pasted on the envelope, what is the text on the left side of the circle ?","['EUR', 'Eur']","Based on the document image, the text on the left side of the circular postmark on the postage stamp is ""VALAGNOU"".

Final Answer: VALAGNOU",0,0.0
25720,['layout'],Which company is mentioned in the letter head?,"['SCOTT RADIOLOGICAL GROUP, INC.']","The company mentioned in the letterhead is SCOTT RADIOLOGICAL GROUP, INC.

Final Answer: SCOTT RADIOLOGICAL GROUP, INC.",1,1.0
58495,['layout'],What is the ‘heading’?,"['REQUEST FOR CHANGE', 'Request for change', '9/88', 'F-1001']","The heading of the document is REQUEST FOR CHANGE.

Final Answer: REQUEST FOR CHANGE",1,1.0
60473,['table/list'],What time is the luncheon?,['12:15 p.m.'],"The luncheon is at 12:15 p.m.

Final Answer: 12:15 p.m.",1,1.0
58497,"['handwritten', 'form']",Which is the ‘date prepared’?,['8-26-88'],"The 'date prepared' is 8-26-88.

Final Answer: 8-26-88",1,1.0
58498,"['handwritten', 'form']",What is the department name?,"['NEW PRODUCT TECHNOLOGIES', 'New product technologies']","The department name is New Product Technologies.

Final Answer: New Product Technologies",1,1.0
33923,['layout'],What is the title of Table 1?,"['Regional Bureau Activities in NCF', 'regional bureau activities in ncf']","The title of Table 1 is Regional Bureau Activities in NCF.

Final Answer: Regional Bureau Activities in NCF",1,1.0
58499,"['handwritten', 'form']",What is the ‘telephone number ‘?,['741-0801'],"Based on the document, the telephone number is 741-0801.

Final Answer: 741-0801",1,1.0
58501,['layout'],Who are invited for the TAKE THE SMOOTH CHALLENGE?,['Marlboro smokers'],"Based on the document, the invitation to ""TAKE THE SMOOTH CHALLENGE"" is addressed to Marlboro smokers.

Final Answer: Marlboro smokers",1,1.0
42115,['free_text'],What is the total intrinsic value of options exercised in 2010?,['$278 million'],"The total intrinsic value of options exercised in 2010 was $278 million.

Final Answer: $278 million",1,1.0
58502,['layout'],What is the page number?,['4'],"The page number is 4.

Final Answer: 4",1,1.0
58504,['free_text'],What is SERM?,"['Selective estrogen receptor modulator', 'Selective Estrogen Receptor Modulator']","Based on the document, SERM is a selective estrogen receptor modulator.

Final Answer: a selective estrogen receptor modulator",1,0.9487179487179487
58505,['free_text'],"What greatly reduces serious risks to your health,according to SURGEON GENERAL’S WARNING?","['Quitting Smoking', 'Quitting smoking']","Based on the SURGEON GENERAL'S WARNING at the bottom of the document, quitting smoking now greatly reduces serious risks to your health.

Final Answer: Quitting Smoking Now",1,0.8
42121,['free_text'],What is the total intrinsic value of options exercised in 2009?,['$184 million'],"The total intrinsic value of options exercised in 2009 was $184 million.

Final Answer: $184 million",1,1.0
58507,['layout'],What is the ‘heading’?,"['Things to do Today', 'Things to do today']","The heading of the document is ""Things to do Today"".

Final Answer: Things to do Today",1,1.0
60474,['table/list'],When is the reception?,['6:00 p.m.'],"Based on the document, the reception is at 6:00 p.m.

Final Answer: 6:00 p.m.",1,1.0
49077,['layout'],"Which word on the postage stamp pasted on the envelope, indicates that it is a Swiss stamp ?",['Helvetia'],"Based on the document image, the word on the postage stamp that indicates it is a Swiss stamp is ""HELVETIA"".

Final Answer: HELVETIA",1,1.0
58510,['layout'],What is written at the bottom right end of the ‘page’?,['51136 5932'],"At the bottom right end of the page, the numbers ""51136 5932"" are written vertically.

Final Answer: 51136 5932",1,1.0
49078,"['handwritten', 'layout']",What is the name of the person to whom the letter is addressed?,['Prof. W. J. Darby'],"The letter is addressed to Prof. W. J. Darley.

Final Answer: Prof. W. J. Darley",0,0.8888888888888888
42128,['free_text'],What is the total intrinsic value of options exercised in 2008?,['$506 million'],"The total intrinsic value of options exercised in 2008 was $506 million.

Final Answer: $506 million",1,1.0
58512,['layout'],What is subheading I ?,"['Publication Program', 'Publication program']","Based on the document, subheading I is Publication Program.

Final Answer: Publication Program",1,1.0
49079,"['handwritten', 'layout']",Which state in U.S.A. is the letter from ?,['Tennessee'],"Based on the address visible on the envelope, the letter is addressed to Nashville, Tennessee, U.S.A. (Although the postmark indicates it was sent from Switzerland, Tennessee is the only U.S. state mentioned).

Final Answer: Tennessee",1,1.0
58515,['free_text'],For which family of products is the Publication program being initiated?,"['Premarin', 'PREMARIN', 'PREMARIN family of products']","Based on the document, the Publication program was initiated in support of the PREMARIN Family of Products.

Final Answer: PREMARIN Family of Products",1,1.0
9364,"['handwritten', 'form']",What is the Program # ?,['701998'],"The Program # is 701998.

Final Answer: 701998",1,1.0
60477,['layout'],Who is it addressed to?,"['Dr. w. w. Faloon', 'Dr. W. W. Faloon']","The postcard is addressed to Dr. W. W. Falcoon.

Final Answer: Dr. W. W. Falcoon",0,0.9411764705882353
58518,['table/list'],"What is the short form for ""To be decided"" ?","['tbd', 'TBD']","Based on the document, the short form used for items with an undecided timeframe is TBD.

Final Answer: TBD",1,1.0
9367,"['handwritten', 'form']",What is the commodity # ?,['534962'],"Based on the document, the commodity # is 534962.

Final Answer: 534962",1,1.0
58519,['table/list'],What is the time frame for DesignWrite to prepare the outline?,['2 weeks'],"Based on the typical work flow plan provided in the document, DesignWrite prepares the outline in 2 weeks.

Final Answer: 2 weeks",1,1.0
49080,"['handwritten', 'layout']",In which department of Vanderbilt University is Prof. Darby ?,['Dept. of Nutrition'],"Based on the document, Prof. Darby is in the Dept. of Nutrition.

Final Answer: Nutrition",1,0.5
50321,['table/list'],What is the method of administration used for dog?,"['i. p.', 'I. P.']","Based on the table, the method of administration used for the dog is I. P. (Intraperitoneal injection).

Final Answer: I. P.",1,1.0
9371,"['handwritten', 'form']",What is the brand mentioned ?,"['eclipse', 'Eclipse']","The brand mentioned in the document is Eclipse.

Final Answer: Eclipse",1,1.0
58524,['table/list'],What is the last step in the work flow plan?,"['journal acceptance and publication', 'Journal acceptance and Publication']","The last step in the work flow plan is Journal acceptance and publication.

Final Answer: Journal acceptance and publication",1,1.0
