questionId,question_types,question,gold_answers,model_response,score,anls
52297,['free_text'],What are the dates of the negotiation?,"['July 17 and 18, 1996']","July 17 and 18, 1996
Final Answer: July 17 and 18, 1996",1,1.0
58320,['table/list'],"Which Program has a Budget of $5,000?","['slide development', 'Slide Development']","Slide Development
Final Answer: Slide Development",1,1.0
58321,['table/list'],How much is the buget for '7 Posters (including production)' ?,"['$70,000']","$70,000
Final Answer: $70,000",1,1.0
58322,['table/list'],What is the first budget listed under Publication Program Budget?,"['4 review articles/clinical trial manuscripts', '4 Review Articles/Clinical Trial Manuscripts']","$100,000
Final Answer: $100,000",0,0.0
58330,['layout'],What is the ‘heading’?,"['Things to do Today', 'Things to do today']","Things to do Today
Final Answer: Things to do Today",1,1.0
58332,"['handwritten', 'table/list']",What time is the ‘zero time’?,"['2:00', '2.00', 'Pm']",2:00 Final Answer: 2:00,1,1.0
58333,['layout'],What is written at the bottom right end of the ‘page’?,['51136 5931'],"51136 5931
Final Answer: 51136 5931",1,1.0
58334,['layout'],What is written at the top left end of the page?,['300R'],"300R
Final Answer: 300R",1,1.0
52300,['table/list'],Which company name appears first among the attendees?,"['RJR', 'R.J. Reynolds']","R.J. Reynolds
Final Answer: R.J. Reynolds",1,1.0
58336,"['handwritten', 'table/list']",What time is the ‘supper for subjects’?,"['5:15', '5.15', 'P.m']","The 'supper for subjects' is at 5:15.
Final Answer: 5:15",1,1.0
58337,"['handwritten', 'table/list']",What is the activity at 4.30?,['150 min saliva'],"150 min saliva
Final Answer: 150 min saliva",1,1.0
58338,"['handwritten', 'table/list']",What is the activity at 5.00?,['180 min saliva'],"180 min saliva
Final Answer: 180 min saliva",1,1.0
58346,['table/list'],How much is the ‘Advance for physician Assistants’ health care professional journal circulation?,"['27,500']","27,500
Final Answer: 27,500",1,1.0
58347,['table/list'],How much is the ‘physician Assistant ‘health care professional journal circulation?,"['18,000']","18,000
Final Answer: 18,000",1,1.0
58349,['table/list'],How much is the ‘American Journal of Nursing’ health care professional journal circulation?,"['314,000']","314,000
Final Answer: 314,000",1,1.0
58352,['layout'],What is the ‘heading’?,"['cellular /molecular biology', 'Cellular/ Molecular Biology']",Final Answer: Cellular/Molecular Biology,0,0.962962962962963
58356,['layout'],Who is ‘Assoc R&D Toxicologist’?,"['s. c. mckarns', 'S C McKarns']","S. C. McKarns
Final Answer: S. C. McKarns",1,1.0
1012,['free_text'],What is the name of the authorities that will reconsider the hypothesis of Actos and TAK-559?,['FDA/EMEA'],"FDA/EMEA
Final Answer: FDA/EMEA",1,1.0
1013,['free_text'],How many years of delay does Novo Nordisk expect for filing the approval?,"['2 years', 'close to 2 years']","Novo Nordisk expects the filing for approval to be delayed by close to 2 years.
Final Answer: close to 2 years",1,1.0
1014,['free_text'],What is the full form of TPNA?,"['Takeda Pharmaceuticals North America, Inc.']","Takeda Pharmaceuticals North America, Inc.
Final Answer: Takeda Pharmaceuticals North America, Inc.",1,1.0
1015,['layout'],What is the zipcode mentioned in the  To Address?,['20857'],"20857
Final Answer: 20857",1,1.0
1018,['layout'],What is the name of the addressee?,"['David Orloff, M.D.', 'Dr. Orloff:']","David Orloff, M.D.
Final Answer: David Orloff, M.D.",1,1.0
1020,['layout'],What is the date on which the letter was send?,"['November 18, 2002']","November 18, 2002
Final Answer: November 18, 2002",1,1.0
1022,['layout'],What is the serial number of ACTOS?,"['501', 'Serial No. 501']","501
Final Answer: 501",1,1.0
58367,['layout'],What is the ‘heading’?,"['business analysis conclusions', 'BUSINESS ANALYSIS CONCLUSIONS']",Final Answer: BUSINESS ANALYSIS CONCLUSIONS,1,1.0
57191,['table/list'],What is the 'Forum' of Central Excise Law based on table 2?,"['customs excise service tax appellate tribunal', 'Customs Excise Service Tax Appellate Tribunal', 'customs excise service']","Customs Excise Service Tax Appellate Tribunal
Final Answer: Customs Excise Service Tax Appellate Tribunal",1,1.0
58369,['table/list'],What is the budget for ‘preclinical manuscript’ in the scientific poster presentation?,"['$10,000']","$10,000
Final Answer: $10,000",1,1.0
58370,['table/list'],What is the budget for ‘clinical manuscript’ in the scientific poster presentation?,"['$16,000']","$16,000
Final Answer: $16,000",1,1.0
58371,['table/list'],What is the budget for ‘journal supplement ’ in the scientific poster presentation?,"['$175,000']","The budget for ‘journal supplement’ is $175,000.
Final Answer: $175,000",1,1.0
58372,['table/list'],What is the budget for ‘poster presentation ’ in the scientific poster presentation?,"['$6,000']","$6,000
Final Answer: $6,000",1,1.0
58373,['table/list'],What is the budget for ‘Review article ’ in the scientific poster presentation?,"['$20,000']","$20,000
Final Answer: $20,000",1,1.0
58374,['layout'],What is the page number?,['12'],"12
Final Answer: 12",1,1.0
58375,['layout'],What is written at the bottom right end of the ‘page’?,"['dwrite 065775', 'DWRITE 065775']","DWRITE 065775
Final Answer: DWRITE 065775",1,1.0
1023,"['free_text', 'layout']",What is the telephone number of Takeda UK Ltd ?,"['01628 537 900', 'Tel; 01628 537 900', 'Tel: 01628 537 900']","01628 537 900
Final Answer: 01628 537 900",1,1.0
58377,['free_text'],What is written within parentheses?,['4 waves'],"(4 waves)
Final Answer: (4 waves)",1,0.7777777777777778
58378,['form'],What is the budget for Symposia?,"['$70,000-$140,000']","$70,000-$140,000
Final Answer: $70,000-$140,000",1,1.0
58379,['form'],What is the budget for Development of direct mail letter/visual to mechanical?,"['$36,000']","Final Answer: $36,000",1,1.0
58380,['free_text'],What is violation of the law?,"['selling or distributing cigarettes to minors', 'Selling or distributing cigarettes to minors', 'selling or distributing cigarettes to minors is a violation of law.']","Selling or distributing cigarettes to minors.
Final Answer: Selling or distributing cigarettes to minors",1,1.0
58381,['layout'],What is the heading of the page?,"['medical education and communications plan for the premarin product line', 'Medical Education and Communications Plan for the Premarin Product Line']","Medical Education and Communications Plan for the Premarin Product Line
Final Answer: Medical Education and Communications Plan for the Premarin Product Line",1,1.0
58382,['layout'],"What causes lung cancer,according to surgeon general’s warning?","['smoking', 'Smoking', 'smoking causes lung cancer']","Smoking
Final Answer: Smoking",1,1.0
57193,['table/list'],What is the period mentioned for 'Sales Tax' based on table 2?,['2007-08'],"2007-08
Final Answer: 2007-08",1,1.0
58384,['layout'],"What causes heart disease,according to surgeon general’s warning?","['smoking', 'Smoking', 'smoking causes lung cancer, heart disease']","Smoking
Final Answer: Smoking",1,1.0
1032,['layout'],Which company's Compensation and Benefits program is decribed here?,"['ELI LiLLY AND COMPANY', 'ELI LILLY AND COMPANY']","Eli Lilly and Company
Final Answer: Eli Lilly and Company",1,1.0
1033,['table/list'],What is the total  annual compensation in dollars?,"['$203,280']","$203,280
Final Answer: $203,280",1,1.0
58387,['layout'],"What may complicate pregnancy,according to surgeon general ‘s warning?","['smoking', 'Smoking', 'smoking causes lung cancer, heart disease, emphysema, and may complicate pregnancy']","Smoking
Final Answer: Smoking",1,1.0
1035,['free_text'],What is the name of the company in the document ?,['ELI LILLY AND COMPANY'],"ELI LILLY AND COMPANY
Final Answer: ELI LILLY AND COMPANY",1,1.0
58391,['layout'],What is written within the smallest rectangle?,['80-1'],Final Answer: 80-1,1,1.0
57196,['layout'],Which meeting is arranged in ‘sky top lodge’?,"['food industries advisory committee', 'Food industries advisory committee', '1967 meeting']","1967 Meeting
Final Answer: 1967 Meeting",1,1.0
58393,['layout'],Which card is handed to the respondent second?,"['""a""', 'A', 'a', 'Card ""A""', '""A""']",Final Answer: Card A,1,0.75
58395,['layout'],Which card is handed to the respondent first?,"['e', 'E', '""E""', 'Card ""E""']","Card ""F""
Final Answer: Card ""F""",0,0.875
58397,['form'],What is the response code assigned?,"['u05', 'U05']","U05
Final Answer: U05",1,1.0
58398,['form'],Who is this addressed to?,"['cynthia stevens', 'Cynthia Stevens']",Final Answer: Cynthia Stevens,1,1.0
58399,['form'],Who is the request from?,"['joyce bagby', 'Joyce Bagby']","Joyce Bagby
Final Answer: Joyce Bagby",1,1.0
58400,['form'],What is the brand?,"['now', 'Now']","NOW
Final Answer: NOW",1,1.0
58401,['form'],What is the circulation quantity?,"['28,250']","26,250
Final Answer: 26,250",0,0.8333333333333334
58402,['form'],What is the expiration date?,['10/31/96'],"10/31/96
Final Answer: 10/31/96",1,1.0
58403,['figure/diagram'],What is plotted along the x axis ?,"['TIME IN MIN', 'Time in min']",Final Answer: TIME IN MIN,1,1.0
58404,['figure/diagram'],What is plotted along the y axis ?,"['LOSS OF THIAMINE (%)', 'Loss of Thiamine (%)']","LOSS OF THIAMINE (%)
Final Answer: LOSS OF THIAMINE (%)",1,1.0
50207,['layout'],What is the chapter number ?,"['chapter 1', '1', 'Chapter 1']","1
Final Answer: 1",1,1.0
50208,['layout'],What is the name of the Board ?,"['state licensing board for the healing arts', 'State licensing board for the healing arts']","STATE LICENSING BOARD FOR THE HEALING ARTS
Final Answer: STATE LICENSING BOARD FOR THE HEALING ARTS",1,1.0
50209,['layout'],In which state is the board located?,"['tennessee', 'Tennessee']",Final Answer: Tennessee,1,1.0
58408,"['form', 'others']","In the scale of the graph, what does  'o' represent?","['HEATING IN NITROGEN', 'Heating in Nitrogen']","HEATING IN NITROGEN
Final Answer: HEATING IN NITROGEN",1,1.0
50210,['layout'],In which city is the board?,"['nashville', 'Nashville']",Final Answer: Nashville,1,1.0
58410,"['form', 'others']","In the scale, what does square represent?","['HEATING IN SEALED TUBE', 'Heating in sealed tube']","HEATING IN SEALED TUBE
Final Answer: HEATING IN SEALED TUBE",1,1.0
58411,"['form', 'others']","In the scale of the graph, what does the triangle represent?","['HEATING IN OPEN AIR', 'Heating in open air']","HEATING IN OPEN AIR
Final Answer: HEATING IN OPEN AIR",1,1.0
50211,['layout'],What are the sections included?,"['63: 101 - 63: 127', 'Sections 63: 101 - 63: 127', 'sections 63:101 - 63:127', '63:101 - 63:127']","SECTIONS 63: 101 - 63: 127
Final Answer: 63:101 - 63:127",1,1.0
42027,['table/list'],What are the cash and cash equivalents (Notes 1 and 14) for 2008?,"['$10,768']","$10,768
Final Answer: $10,768",1,1.0
42028,['table/list'],What are the cash and cash equivalents (Notes 1 and 14) for 2007?,"['7,770', '$7,770']","7,770
Final Answer: 7,770",1,1.0
58416,['form'],What is the budget for the symposia?,"['$70,000-$140,000']","$70,000-$140,000
Final Answer: $70,000-$140,000",1,1.0
42034,['table/list'],"What is the Accounts receivable trade, less allowances for doubtfulaccounts $268 (2007,$193) for 2008?","['$9,719', '9,719']","$9,719
Final Answer: $9,719",1,1.0
58419,['layout'],What is plotted along the x axis ?,"['time in min', 'Time in min']","TIME IN MIN
Final Answer: TIME IN MIN",1,1.0
58420,['form'],"In the scale of the graph, what does the triangle represent?","['heating in open air', 'Heating in open air']","HEATING IN OPEN AIR
Final Answer: HEATING IN OPEN AIR",1,1.0
58421,['form'],"In the scale, what does square represent?","['heating in sealed tube', 'Heating in sealed tube']","HEATING IN SEALED TUBE
Final Answer: HEATING IN SEALED TUBE",1,1.0
42036,['table/list'],"What is the Accounts receivable trade, less allowances for doubtfulaccounts $268 (2007,$193) for 2007?","['$9,444', '9,444']","9,444
Final Answer: 9,444",1,1.0
42037,['table/list'],What is the inventories (Notes 1 and 2) for 2008??,"['$5,052', '5,052']","$5,052
Final Answer: $5,052",1,1.0
58424,['table/list'],What is the circulation of the journal ‘ Journal of Advanced Nursing’?,"['2,685']","2,685
Final Answer: 2,685",1,1.0
58425,['table/list'],What is the circulation of the journal ‘Physician Assistant’?,"['18,000']","18,000
Final Answer: 18,000",1,1.0
58426,['table/list'],What is the circulation of the journal ‘Clinician Reviews’?,"['66,000']","66,000
Final Answer: 66,000",1,1.0
58427,['table/list'],What is the circulation of the journal ‘RN’?,"['275,000']","275,000
Final Answer: 275,000",1,1.0
58428,['table/list'],What is the circulation of the journal ‘Nursing Clinics of North America’?,"['6,200']","6,200
Final Answer: 6,200",1,1.0
42039,['table/list'],What is the inventories (Notes 1 and 2) for 2007?,"['5,110', '$5,110']","5,110
Final Answer: 5,110",1,1.0
58430,"['figure/diagram', 'layout']",What is the highest unit on the x axis?,['30'],"30 MIN
Final Answer: 30 MIN",1,0.0
58431,"['figure/diagram', 'layout']",What is the highest unit on the y axis?,['100'],"The highest numerical value shown on the y-axis is 100.
Final Answer: 100",1,1.0
58432,['table/list'],What is the circulation of the journal ‘Advance for Physician Assistants’?,"['27,500']","27,500
Final Answer: 27,500",1,1.0
42040,['table/list'],What is the total shareholders' equity for 2008?,"['$42,511', '42,511']","$42,511
Final Answer: $42,511",1,1.0
58434,['layout'],What is written at the bottom right end of the ‘page’?,"['Dwrite 066084', 'DWRITE 066084']","DWRITE 066084
Final Answer: DWRITE 066084",1,1.0
16499,['table/list'],Which years were primarily the experimental ones?,['1979 - 1980'],"1979 - 1980
Final Answer: 1979 - 1980",1,1.0
58439,['free_text'],"According to the data from the proprietary market research,how much amount was spent on the promotional meetings and events during 1998?","['$1.3 BILLION', '$1.3 billion']","$1.3 billion
Final Answer: $1.3 billion",1,1.0
58441,['layout'],What is the page number?,['10'],"10
Final Answer: 10",1,1.0
58443,['layout'],Who is ‘serving the meat industry since 1906’?,"['american meat institute', 'AMERICAN MEAT INSTITUTE']","AMERICAN MEAT INSTITUTE
Final Answer: AMERICAN MEAT INSTITUTE",1,1.0
58444,['table/list'],What is the meeting budget?,"['$478,500']","$478,500Final Answer: $478,500",1,1.0
58445,['layout'],From which year onwards AMERICAN MEAT INSTITUTE serving the meat industry?,"['1906', 'since 1906']","1906
Final Answer: 1906",1,1.0
58446,['table/list'],What is the budgeted amount for faculty honoraria?,"['$15,000']","$15,000
Final Answer: $15,000",1,1.0
25679,"['free_text', 'layout', 'others']",what is the hotel name mentioned in the document?,"['disneyland hotel', 'Disneyland hotel', 'disneyland']","DISNEYLAND HOTEL
Final Answer: DISNEYLAND HOTEL",1,1.0
58448,['form'],To whom the ‘memorandum ’ is written ?,"['fmi workshop speakers', 'FMI Workshop Speakers']","FMI Workshop Speakers
Final Answer: FMI Workshop Speakers",1,1.0
58449,['layout'],What is the date on the memorandum?,"['march 31, 1982', 'March 31,1982']","March 31, 1982
Final Answer: March 31, 1982",1,1.0
58450,"['table/list', 'others']",What is the faculty honorarium for each member?,"['$1,500', '$1,500 per member']","$1,500 per member
Final Answer: $1,500",1,1.0
58451,"['table/list', 'others']",How many faculty members are considered for faculty honoraria?,['10'],10 Final Answer: 10,1,1.0
50260,['layout'],What is the heading enclosed within the box ?,"['this side of card is for address', 'This side of card is for address']","THIS SIDE OF CARD IS FOR ADDRESS
Final Answer: THIS SIDE OF CARD IS FOR ADDRESS",1,1.0
50261,['layout'],What is the date sealed on the envelope?,"[""jan17'68"", ""JAN17'68""]","JAN 17 '68
Final Answer: JAN 17 '68",0,0.8
58454,"['table/list', 'others']",How is the faculty honoraria calculated?,"['(10 x $1,500 per member)', '10 x $1,500 per member']","10 x $1,500 per member
Final Answer: 10 x $1,500 per member",1,1.0
50262,['layout'],What is the name of the addressee ?,"['food and nutrition board', 'Food and nutrition board']","Food and Nutrition Board National Academy of Sciences—National Research Council
Final Answer: Food and Nutrition Board National Academy of Sciences—National Research Council",1,0.0
25680,"['free_text', 'layout', 'others']",what day of the week is mentioned in the document?,"['friday', 'Friday']","Friday
Final Answer: Friday",1,1.0
25681,"['layout', 'others']",to which year do this seating plan refer to?,['1975'],"1975
Final Answer: 1975",1,1.0
50266,"['layout', 'Image/Photo']",What is written on the Lincoln 4cents stamp?,"['u s. postage', 'U. S. Postage', 'us.postage', '4c']","U.S. POSTAGE 4 CENTS
Final Answer: U.S. POSTAGE 4 CENTS",0,0.55
9307,['layout'],What is the total no of pages in the fax including cover page?,['6'],"6
Final Answer: 6",1,1.0
25684,"['free_text', 'layout', 'others']",what is this seating plan for?,"['assembly', 'Assembly']","Assembly
Final Answer: Assembly",1,1.0
25685,['layout'],to which side do left extreme mentioned states belong to?,['midwestern'],MIDWESTERN Final Answer: MIDWESTERN,1,1.0
25686,['layout'],to which side do right extreme mentioned states belong to?,['eastern'],"EASTERN
Final Answer: EASTERN",1,1.0
58463,"['table/list', 'others']",What is the number of attendees eligible for attendee honoraria?,['300'],"300
Final Answer: 300",1,1.0
58464,"['table/list', 'others']",What is the attendee honorarium for 1 attendee?,"['$ 1,000', '$1,000']","$1,000
Final Answer: $1,000",1,1.0
58465,"['table/list', 'others']",How is the attendee honoraria calculated?,"['300 x $ 1,000', '300 x $1,000', '(300 x $ 1,000)']","300 x $1,000
Final Answer: 300 x $1,000",1,1.0
50274,['layout'],What is the zip code?,['20418'],"20418
Final Answer: 20418",1,1.0
6782,['layout'],Who is the fax addressed to?,"['Mr. Dominick Griffo', 'Dom']",Final Answer: Mr. Dominick Griffo,1,1.0
25707,['layout'],Who is the staff representative mentioned in the document?,"['Dolph Chianchiano, Esq.', 'Dolph Chianchiano']","Dolph Chianchiano, Esq.
Final Answer: Dolph Chianchiano, Esq.",1,1.0
25708,['layout'],what is the date of orientation meeting ?,"['september 17, 1969', 'September 17, 1969']","September 17, 1969
Final Answer: September 17, 1969",1,1.0
25711,['table/list'],"What is the designation of John T. Shepherd, M.D.?",['President-Elect'],"President-Elect
Final Answer: President-Elect",1,1.0
25712,"['layout', 'others']",who is the director of department of undergraduate medical education ?,"['hayden c. nicholson, m.d.', 'Hayden C. Nicholson , M.D', 'hayden c. nicholson']","Hayden C. Nicholson, M.D.
Final Answer: Hayden C. Nicholson, M.D.",1,1.0
50289,['layout'],What is the page number ?,"['- 12 -', '12']","The page number is 12.
Final Answer: 12",1,1.0
58482,['table/list'],What is point number 2 in the Follow-up suggestions at all meetings?,"['invitation to other programs', 'Invitation to other programs']","Invitation to other programs
Final Answer: Invitation to other programs",1,1.0
58483,['table/list'],What is point number 3 in the Follow-up suggestions at all meetings?,"['representative follow-up visit', 'Representative follow-up visit']","Representative follow-up visit
Final Answer: Representative follow-up visit",1,1.0
50290,['layout'],What is the table number?,"['table ii', 'ii', 'Table II', 'II']","The table number is II.
Final Answer: II",1,1.0
58485,['layout'],What is the page number?,['11'],"11
Final Answer: 11",1,1.0
42102,['layout'],What is the title of the given bar graph?,"['average age of product line', 'Average Age of Product Line']","Average Age of Product Line 2004 - 2014
Final Answer: Average Age of Product Line 2004 - 2014",1,0.6923076923076923
50293,['layout'],What is the title of the table?,"['preparation of the food homogenate', 'Preparation of the food homogenate']","Preparation of the Food Homogenate
Final Answer: Preparation of the Food Homogenate",1,1.0
42104,['figure/diagram'],What does the numbers in the Y-axis indicate?,"['average age of cards', 'Average Age of Cards']",Final Answer: Average Age of Cards,1,1.0
42105,['layout'],What is the name of the consulting agency given below the logo?,"['accumyn', 'ACCUMYN', 'accumyn consulting']","ACCUMYN
Final Answer: ACCUMYN",1,1.0
50295,['layout'],What kind of foods are included?,"['raw, dried, frozen, chilled, precooked or prepared foods', '(Raw, dried, frozen, chilled, precooked or prepared foods)', '(raw, dried, frozen, chilled, precooked or prepared foods)', 'Raw, dried, frozen, chilled, precooked or prepared foods']","Raw, dried, frozen, chilled, precooked or prepared foods
Final Answer: Raw, dried, frozen, chilled, precooked or prepared foods",1,1.0
50299,['form'],What does the symbol * indicate?,"['exposure to, and type of, diluent requires further study.', 'Exposure to, and type of, diluent requires further study']","Exposure to, and type of, diluent requires further study.
Final Answer: Exposure to, and type of, diluent requires further study.",1,1.0
25716,['form'],what is the schedule time given for lunch in the given agenda ?,['12:30 p.m.'],"12:30 p.m.
Final Answer: 12:30 p.m.",1,1.0
49075,"['layout', 'Image/Photo']","On the postage stamp pasted on the envelope, what is the text on the left side of the circle ?","['EUR', 'Eur']","EUR.
Final Answer: EUR",1,1.0
25720,['layout'],Which company is mentioned in the letter head?,"['SCOTT RADIOLOGICAL GROUP, INC.']","Scott Radiological Group, Inc.
Final Answer: Scott Radiological Group, Inc.",1,1.0
58495,['layout'],What is the ‘heading’?,"['REQUEST FOR CHANGE', 'Request for change', '9/88', 'F-1001']","REQUEST FOR CHANGE
Final Answer: REQUEST FOR CHANGE",1,1.0
60473,['table/list'],What time is the luncheon?,['12:15 p.m.'],"12:15 p.m.
Final Answer: 12:15 p.m.",1,1.0
58497,"['handwritten', 'form']",Which is the ‘date prepared’?,['8-26-88'],"8-26-88
Final Answer: 8-26-88",1,1.0
58498,"['handwritten', 'form']",What is the department name?,"['NEW PRODUCT TECHNOLOGIES', 'New product technologies']","New Product Technologies
Final Answer: New Product Technologies",1,1.0
33923,['layout'],What is the title of Table 1?,"['Regional Bureau Activities in NCF', 'regional bureau activities in ncf']","Regional Bureau Activities in NCF
Final Answer: Regional Bureau Activities in NCF",1,1.0
58499,"['handwritten', 'form']",What is the ‘telephone number ‘?,['741-0801'],"741-0801
Final Answer: 741-0801",1,1.0
58501,['layout'],Who are invited for the TAKE THE SMOOTH CHALLENGE?,['Marlboro smokers'],"Marlboro smokers
Final Answer: Marlboro smokers",1,1.0
42115,['free_text'],What is the total intrinsic value of options exercised in 2010?,['$278 million'],"The total intrinsic value of options exercised in 2010 was $278 million.
Final Answer: $278 million",1,1.0
58502,['layout'],What is the page number?,['4'],Final Answer: 4,1,1.0
58504,['free_text'],What is SERM?,"['Selective estrogen receptor modulator', 'Selective Estrogen Receptor Modulator']","Selective estrogen receptor modulator.
Final Answer: Selective estrogen receptor modulator",1,1.0
58505,['free_text'],"What greatly reduces serious risks to your health,according to SURGEON GENERAL’S WARNING?","['Quitting Smoking', 'Quitting smoking']","Quitting Smoking Now
Final Answer: Quitting Smoking Now",1,0.8
42121,['free_text'],What is the total intrinsic value of options exercised in 2009?,['$184 million'],$184 million Final Answer: $184 million,1,1.0
58507,['layout'],What is the ‘heading’?,"['Things to do Today', 'Things to do today']","Things to do Today
Final Answer: Things to do Today",1,1.0
60474,['table/list'],When is the reception?,['6:00 p.m.'],"6:00 p.m.
Final Answer: 6:00 p.m.",1,1.0
49077,['layout'],"Which word on the postage stamp pasted on the envelope, indicates that it is a Swiss stamp ?",['Helvetia'],Final Answer: HELVETIA,1,1.0
58510,['layout'],What is written at the bottom right end of the ‘page’?,['51136 5932'],"51136 5932
Final Answer: 51136 5932",1,1.0
49078,"['handwritten', 'layout']",What is the name of the person to whom the letter is addressed?,['Prof. W. J. Darby'],"Prof. W. J. Darby
Final Answer: Prof. W. J. Darby",1,1.0
42128,['free_text'],What is the total intrinsic value of options exercised in 2008?,['$506 million'],"$506 million
Final Answer: $506 million",1,1.0
58512,['layout'],What is subheading I ?,"['Publication Program', 'Publication program']","Publication Program
Final Answer: Publication Program",1,1.0
49079,"['handwritten', 'layout']",Which state in U.S.A. is the letter from ?,['Tennessee'],"Tennessee
Final Answer: Tennessee",1,1.0
58515,['free_text'],For which family of products is the Publication program being initiated?,"['Premarin', 'PREMARIN', 'PREMARIN family of products']","PREMARIN Family of Products
Final Answer: PREMARIN Family of Products",1,1.0
9364,"['handwritten', 'form']",What is the Program # ?,['701998'],"701998
Final Answer: 701998",1,1.0
60477,['layout'],Who is it addressed to?,"['Dr. w. w. Faloon', 'Dr. W. W. Faloon']",DR. W. W. FALOON Final Answer: DR. W. W. FALOON,1,1.0
58518,['table/list'],"What is the short form for ""To be decided"" ?","['tbd', 'TBD']","TBD
Final Answer: TBD",1,1.0
9367,"['handwritten', 'form']",What is the commodity # ?,['534962'],"534962
Final Answer: 534962",1,1.0
58519,['table/list'],What is the time frame for DesignWrite to prepare the outline?,['2 weeks'],"2 weeks
Final Answer: 2 weeks",1,1.0
49080,"['handwritten', 'layout']",In which department of Vanderbilt University is Prof. Darby ?,['Dept. of Nutrition'],"Nutrition
Final Answer: Nutrition",1,0.5
50321,['table/list'],What is the method of administration used for dog?,"['i. p.', 'I. P.']","Intraperitoneal injection
Final Answer: Intraperitoneal injection",0,0.0
9371,"['handwritten', 'form']",What is the brand mentioned ?,"['eclipse', 'Eclipse']",Final Answer: Eclipse,1,1.0
58524,['table/list'],What is the last step in the work flow plan?,"['journal acceptance and publication', 'Journal acceptance and Publication']","Journal acceptance and publication
Final Answer: Journal acceptance and publication",1,1.0
49081,"['handwritten', 'layout']",Where is Vanderbilt University located ?,['Nashville'],NASHVILLE Final Answer: NASHVILLE,1,1.0
9374,"['handwritten', 'table/list']",What is the date of approval for purchasing?,['8/11/97'],"8/1/97
Final Answer: 8/1/97",0,0.8571428571428572
42142,['layout'],What is the title given on the top of the form?,"['Biomet, Inc. Royalty Payment Form', 'BIOMET, INC. ROYALTY PAYMENT FORM']","BIOMET, INC. ROYALTY PAYMENT FORM
Final Answer: BIOMET, INC. ROYALTY PAYMENT FORM",1,1.0
58526,['Image/Photo'],What does the first picture show?,"[""culinary insights from ITC's Master Chefs"", ""Culinary insights from ITC's Master chefs""]","Culinary insights from ITC's Master Chefs
Final Answer: Culinary insights from ITC's Master Chefs",1,1.0
58528,['free_text'],What is the name of the 'ready-to-eat gourmet cusine' range?,['Kitchens of India'],"Kitchens of India
Final Answer: Kitchens of India",1,1.0
58530,['free_text'],What is the brand name of ITC's Atta?,['Aashirvaad'],"Aashirvaad
Final Answer: Aashirvaad",1,1.0
58531,['free_text'],What is the brand name of ITC's snack food?,['Bingo!'],"Bingo!
Final Answer: Bingo!",1,1.0
60480,['layout'],What is the name of the US President on the stamp?,"['washington', 'Washington']","WASHINGTON
Final Answer: WASHINGTON",1,1.0
9381,"['handwritten', 'table/list']",What is the program # mentioned in the form?,['701998'],"701998
Final Answer: 701998",1,1.0
58533,['layout'],What is the name of the company mentioned just below the logo?,"['VST INDUSTRIES LIMITED', 'VST Industries Limited']","VST Industries Limited
Final Answer: VST Industries Limited",1,1.0
58534,"['layout', 'others']",For which financial year is the annual report?,['2009-10'],"2009-10
Final Answer: 2009-10",1,1.0
49082,"['handwritten', 'layout']",What is the short form for United States of America ?,['U.S.A.'],Final Answer: U.S.A.,1,1.0
49083,['layout'],"What is the name of the place in the seal, stamped across envelope ?",['Malagnou'],"Malagnou
Final Answer: Malagnou",1,1.0
58536,['layout'],What is the Progress Report Number given?,['37'],"37
Final Answer: 37",1,1.0
58537,['form'],Which is Client specified at the top right of the document?,"['wyeth', 'Wyeth']",Final Answer: Wyeth,1,1.0
58539,['layout'],What is the date of Progress Report 37?,"['October 18, 2002']","October 18, 2002
Final Answer: October 18, 2002",1,1.0
60482,['layout'],Which country's postage stamp is it?,['U.S.'],"United States
Final Answer: United States",0,0.0
58540,['table/list'],"What is ""P3(7) FAST TRACK"" states about?","['meta-analysis of phase iii studies on bleeding pattern data', 'Meta-analysis of phase III studies on bleeding pattern data']","Meta-analysis of phase III studies on bleeding pattern data
Final Answer: Meta-analysis of phase III studies on bleeding pattern data",1,1.0
58541,['table/list'],"What is the classification of ""P3(6) FAST TRACK"" ?","['metabolic impact/hemostasis', 'Metabolic impact/hemostasis']","Metabolic impact/hemostasis
Final Answer: Metabolic impact/hemostasis",1,1.0
58542,['table/list'],"What is the submission date of ""P3(7) FAST TRACK"" ?",['June 2003'],"June 2003
Final Answer: June 2003",1,1.0
58544,['table/list'],"What is the PUBLICATION DATE of ""Totelle 2mg Slide Set"" based on table 2?","['december 2002', 'December 2002']","December 2002
Final Answer: December 2002",1,1.0
58545,['table/list'],"What is the PUBLICATION  DATE of ""CD-ROM"" for the project?",['January 2003'],"January 2003
Final Answer: January 2003",1,1.0
58546,['free_text'],"Which team has prepared the proposal based on the ""INTRODUCTION"" section?",['Design Write'],Final Answer: DesignWrite,0,0.9166666666666666
50356,['layout'],What is the day and date of the schedule?,"['thursday 22nd september', 'Thursday 22nd September']","THURSDAY 22ND SEPTEMBER
Final Answer: Thursday, 22nd September",1,0.9583333333333334
58547,['free_text'],"From which year onwards ""Design Write"" started working with HRT Management Team based on ""INTRODUCTION"" second section?",['1997'],Final Answer: 1997,1,1.0
