qid,lang,coarse_category,finegrained_category,scenario,subject,emo_label,emo_answer,cause_label,cause_answer,model_response,score
79,en,personal_beliefs_and_experiences,sentimental_value,"Hannah is a massive fan of the Backstreet Boys. She had a poster hanging on her room's wall and had it signed when she went to the fan meeting with them. One day, Hannah and her sister were studying together in her room. Accidentally, her sister ripped the poster. Thinking it was just a poster, her sister offered to buy a new one.",Hannah,E,E,E,D,"{
""answer_q1"": ""E"",
""answer_q2"": ""D""
}",0
80,en,personal_beliefs_and_experiences,sentimental_value,"Hannah is a massive fan of the Backstreet Boys. She had a poster hanging on her room's wall and had it signed when she went to the fan meeting with them. One day, Hannah and her sister were studying together in her room. Accidentally, her sister ripped the poster. Thinking it was just a poster, her sister offered to buy a new one.",Hannah's sister,F,F,B,B,"{
""answer_q1"": ""F"",
""answer_q2"": ""B""
}",1
81,en,personal_beliefs_and_experiences,sentimental_value,"I come from a poor family. One day, after being accepted to the university, my family congratulated me and gifted me with a bag for the first time. 9 years later, my husband and I moved houses after getting married. While unpacking, he found a bag that was torn and dirty. My parents gave me that bag as a gift for getting accepted into my dream university. He wanted to throw it away and said I wouldn't need it since it's useless.",I,E,E,E,E,"{
""answer_q1"": ""E"",
""answer_q2"": ""E""
}",1
82,en,personal_beliefs_and_experiences,sentimental_value,"I come from a poor family. One day, after being accepted to the university, my family congratulated me and gifted me with a bag for the first time. 9 years later, my husband and I moved houses after getting married. While unpacking, he found a bag that was torn and dirty. My parents gave me that bag as a gift for getting accepted into my dream university. He wanted to throw it away and said I wouldn't need it since it's useless. How would I feel?",my husband,A,A,B,B,"{
""answer_q1"": ""A"",
""answer_q2"": ""B""
}",1
83,en,personal_beliefs_and_experiences,sentimental_value,"After 50 years of hard work, Mr. Jenkins, a beloved history teacher at their old high school, is retiring. To commemorate the occasion, all his past and present students decided to gather for a surprise party. They dug out all their history notes, letters, and even grades that Mr. Jenkins had given them over the years. They used these to create a colourful and informative mural, telling the story of his impact on their lives.",Mr Jenkins,F,F,D,D,"{
""answer_q1"": ""F"",
""answer_q2"": ""D""
}",1
84,en,personal_beliefs_and_experiences,sentimental_value,"After cleaning his attic, Josh stumbled upon an old wristwatch that his father used to wear when Josh was only a child. The watch was an ordinary device, and while it was scratched and worn, Josh decided not to throw it away.",Josh,A,A,A,A,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""A""
}",1
85,en,personal_beliefs_and_experiences,sentimental_value,"It's been a long time since Nick visited the park where he spent his childhood days. So, he planned a visit and took his young son, Phil. On the way, they crossed the old tree where Nick used to play with his friends. He noticed that his son was looking at the engraved initials on the tree with his eyes wide open.",Nick,A,A,A,A,"{
""answer_q1"": ""A"",
""answer_q2"": ""A""
}",1
86,en,personal_beliefs_and_experiences,sentimental_value,"It's been a long time since Nick visited the park where he spent his childhood days. So, he planned a visit and took his young son, Phil. On the way, they crossed the old tree where Nick used to play with his friends. He noticed that his son was looking at the engraved initials on the tree with his eyes wide open.",Phil,D,F,B,B,"{
""answer_q1"": ""F"",
""answer_q2"": ""B""
}",0
87,en,personal_beliefs_and_experiences,sentimental_value,"Alan accidentally left behind his son's favorite soft toy at a park. Instead of going to the mall to buy a new one, he hurried back to retrieve it, even though it was just a worn-out bunny toy.",Alan,C,F,B,B,"{
""answer_q1"": ""F"",
""answer_q2"": ""B""
}",0
88,en,personal_beliefs_and_experiences,sentimental_value,"After her breakup, Helena did not want to be reminded of her ex. While cleaning up her room, she found pieces of a letter in the trash and asked her mom about it. Her mom told her that the letter was from her ex, and she decided to tear it and throw it out.",Helena,B,B,C,C,"{
""answer_q1"": ""B"",
""answer_q2"": ""C""
}",1
89,en,personal_beliefs_and_experiences,persona,"Luna has always avoided seeing any hole patterns due to her trypophobia. She usually succeeds in avoiding patterns clustered with holes in them. One day, Luna and her family went to a restaurant for lunch. Once they placed the orders, the waitress served her drink with a straw in it.",Luna,A,A,C,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",1
90,en,personal_beliefs_and_experiences,persona,"Ever since I was a child, I was so afraid of spiders and hated going to the zoo sections that included these little creatures. Today, I had a nice dinner with my best friends and watched the new Spiderman Movie.",I,A,A,B,B,"{
""answer_q1"": ""A"",
""answer_q2"": ""B""
}",1
91,en,personal_beliefs_and_experiences,persona,"I have had acrophobia since I was a young child. Today, at work, the elevator was out of order, and I had to take the stairs to reach my office. I considered it a small exercise since I haven't had much time to work out recently. My office is on the last floor of this tall building.",I,A,B,C,A,"{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""A""
}",0
92,en,personal_beliefs_and_experiences,persona,"I have a hard time dealing with people and am very antisocial. I can easily get overwhelmed by talking to others. Tonight, after work, I spent a lonely night all by myself watching movies.",I,B,F,C,D,"{
""answer_q1"": ""F"",
""answer_q2"": ""D""
}",0
93,en,personal_beliefs_and_experiences,persona,"The last time Andrew went to Disneyland, he fractured his leg on the way to his favorite ride he was running up the steps carelessly. Today, after several requests from his girlfriend, they went to Disneyland and were waiting for the same ride.",Andrew,C,B,B,A,"{
""answer_q1"": ""B"",
""answer_q2"": ""A""
}",0
94,en,personal_beliefs_and_experiences,persona,"As Lin Lin was going back home one night, she came across a pervert who tried to harass her. Fortunately, she ran away just in time. She couldn't remember much about the guy's face, but she remembered that he had a big mole between his eyebrows. A week later, she met a male client with a large mole between his eyebrows at a company reception.",Lin Lin,D,D,C,C,"{
""answer_q1"": ""D"",
""answer_q2"": ""C""
}",1
95,en,personal_beliefs_and_experiences,persona,"Ted has won the arm wrestling championship for seven years in a row. Ricky, who is new to the game, decides to give it a shot for fun and challenge Ted despite knowing that he will lose. Ricky lost.",Ted,C,E,D,D,"{
""answer_q1"": ""E"",
""answer_q2"": ""D""
}",0
96,en,personal_beliefs_and_experiences,persona,"Ted has won the arm wrestling championship for seven years in a row. Ricky, who is new to the game, decides to give it a shot for fun and challenge Ted despite knowing that he will lose. Ricky lost.",Ricky,C,C,C,C,"{
""answer_q1"": ""C"",
""answer_q2"": ""C""
}",1
97,en,personal_beliefs_and_experiences,persona,"Angela has a phobia of bees, and she gets very nervous when there are bees flying around. Today, I gifted her a bottle of honey.",Angela,E,A,C,A,"{
""answer_q1"": ""A"",
""answer_q2"": ""A""
}",0
98,en,personal_beliefs_and_experiences,persona,"Molly has always been afraid of darkness due to her Nyctophobia. She effortlessly avoids all unlit places and activities to feel at ease. This evening, Molly and her classmates were assigned an astronomy project that required them to observe stars in the Sahara in the afternoon.",Molly,D,D,D,D,"{
""answer_q1"": ""D"",
""answer_q2"": ""D""
}",1
99,en,personal_beliefs_and_experiences,persona,"Sophie has always been introverted and never enjoyed large parties or gatherings. She often feels overwhelmed by the noise and prefers quiet activities at home. Today, her best friend persuaded her to go to a salsa dance class with her. At that class, everyone was required to switch partners every five minutes in order to meet and dance with different people.",Sophie,B,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",1
100,en,personal_beliefs_and_experiences,persona,"Adam has claustrophobia and gets extremely uncomfortable in small or crowded spaces. Last night, his friend invited him to his spacious garden home for a barbeque dinner.",Adam,D,D,B,B,"{
""answer_q1"": ""D"",
""answer_q2"": ""B""
}",1
101,en,personal_beliefs_and_experiences,persona,"Sam, a 45-year-old introverted scientist, has been struggling for years with social anxiety. Today, he is asked to give a speech in front of numerous respected peers about his recent cutting-edge discovery. But, his wife was the only person who showed up to the speech.",Sam,F,B,A,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",0
102,en,personal_beliefs_and_experiences,persona,"Sara has always been very superstitious. Yesterday, despite loving her job, She decided to quit as her office shifted to the 13th floor of her building.",Sara,E,A,D,D,"{
""answer_q1"": ""A"",
""answer_q2"": ""D""
}",0
103,en,personal_beliefs_and_experiences,persona,"Jacob is very organized and likes to schedule events in his Calender. Originally, he and his girlfriend, Stephanie, were planning on a date this afternoon, so he scheduled his whole day around it. At noon, Stephanie messaged him that since She didn't have anything for the day, her friends invited her to a fabulous birthday party that she will go to.",Jacob,A,A,A,B,"{
""answer_q1"": ""A"",
""answer_q2"": ""B""
}",0
104,en,personal_beliefs_and_experiences,persona,"Jacob is very organized and likes to schedule events in his Calender. Originally, he and his girlfriend, Stephanie, were planning on a date this afternoon, so he scheduled his whole day around it. At noon, Stephanie messaged him that since She didn't have anything for the day, her friends invited her to a fabulous birthday party that she will go to.",Stephanie,A,A,B,B,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""B""
}
```",1
105,en,personal_beliefs_and_experiences,persona,"Catherine, a young aspiring musician, had difficulty finding her voice and often mimicked the style of popular singers. However, she hates copying others and wants to be original. One day, during a live performance, she hit a high note perfectly, just like her favorite artist would, and the crowd clapped and cheered for her. Upon hearing the crowd's cheers, Catherine's eyes welled up with tears.",Catherine,A,C,D,B,"{
""answer_q1"": ""C"",
""answer_q2"": ""B""
}",0
106,en,emotional_cues,vocal_cues,"Greg was raised in a conservative family. Therefore, Greg did not have much freedom in selecting jobs and applied for a job that could satisfy his family's requirements but not his own. When the decision letter came out, he was rejected by the company and they wished him the best of luck. He sighed.",Greg,F,F,C,C,"{
""answer_q1"": ""F"",
""answer_q2"": ""C""
}",1
107,en,emotional_cues,vocal_cues,"Professor Adams had instructed John to complete a physics experiment. John, who isn't good at science, tried hard to focus on the experiment. After hours of work, when John completed the experiment, he found out that his result was the expected one. He sighed and called Professor Adams to share his results.",John,F,F,B,B,"```json
{
""answer_q1"": ""F"",
""answer_q2"": ""B""
}
```",1
108,en,emotional_cues,vocal_cues,"Professor Adams had instructed John to complete a physics experiment. John, who isn't good at science, tried hard to focus on the experiment. After hours of work, when John completed the experiment, he found out that his result was the expected one. He sighed and called Professor Adams to share his results.",Professor Adams,A,A,B,B,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""B""
}
```",1
109,en,emotional_cues,vocal_cues,"Jenny was dreading going on a blind date that her friend Lauren had set up for her. She didn't know anything about the guy and was worried it would be awkward. When Jenny arrived at the restaurant, she was pleasantly surprised to see an attractive man waiting for her. As they started talking over dinner, Jenny realized they had a lot in common, and she really enjoyed the conversation. At the end of the night, he asked if he could see her again. Jenny sighed and said she would love to.",Jenny,B,B,A,A,"{
""answer_q1"": ""B"",
""answer_q2"": ""A""
}",1
110,en,emotional_cues,vocal_cues,"Irene wanted to skip class, so she sniffled and groaned in pain in front of the teacher. The teacher excused her from the class and asked her to go to the infirmary.",Irene,A,A,C,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",1
111,en,emotional_cues,vocal_cues,"While being best friends, Alex and Charlie support different soccer teams. So, when it was time for their favorite teams to play against each other, they gathered in a bar to watch the match. Alex's team was dominant during the whole game and was winning until the last minute, when Charlie's team scored a sudden goal to win the match. At this moment, both Alex and Charlie started to shout.",Alex,D,D,A,A,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""A""
}
```",1
112,en,emotional_cues,vocal_cues,"While being best friends, Alex and Charlie support different soccer teams. So, when it was time for their favorite teams to play against each other, they gathered in a bar to watch the match. Alex's team was dominant during the whole game and was winning until the last minute, when Charlie's team scored a sudden goal to win the match. At this moment, both Alex and Charlie started to shout.",Charlie,E,E,A,A,"{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""A""
}",1
113,en,emotional_cues,vocal_cues,"Analia had worked really hard on her comedy sketch and performed her standup last night in front of many people. Before her turn, she was very nervous to get on the stage. Once she started to tell some jokes, you could hear the audience crying from two blocks away.",Analia,D,D,C,C,"{
""answer_q1"": ""D"",
""answer_q2"": ""C""
}",1
114,en,emotional_cues,vocal_cues,"While standing in the cold, Natalie, who was under-dressed, went to an outdoor coffee shop to buy a cup of hot cocoa, which she craved deeply. Her voice was trembling when she was ordering and sighed as she took the first sip.",Natalie,C,C,C,C,"{
""answer_q1"": ""C"",
""answer_q2"": ""C""
}",1
115,en,emotional_cues,vocal_cues,"Arnold has spent the last week working on a bug in his program. His boss has been pressuring him to fix it, but he has no idea what part of the code is wrong. So, he tried to explain his code to his coworker, and during his explanation, he paused and gasped loudly.",Arnold,A,A,A,A,"{
""answer_q1"": ""A"",
""answer_q2"": ""A""
}",1
116,en,emotional_cues,vocal_cues,"Mark was fiddling with his guitar before his first public show. As soon as he stepped on the stage, he froze, seeing the large crowd. After taking a deep breath, he started with his favorite song. His voice was initially trembling, but when the crowd erupted in applause, he couldn't help but laugh.",Mark,A,A,C,C,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""C""
}",1
117,en,emotional_cues,vocal_cues,"Phoebe's business idea had been turned down by many investors. She was on the verge of breaking down and giving up when she received an email containing an offer from a venture capitalist known for investing in ambitious startups. Phoebe re-read the email a couple of times before responding. ""I knew it"", she said with a raspy, trembling voice.",Phoebe,A,A,B,B,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""B""
}
```",1
118,en,emotional_cues,vocal_cues,"Aiden had a fight about a movie with his best friend. She kept saying ""You're so right and I'm so wrong!"" everytime Aiden gave a valid point.",Aiden,A,A,C,C,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""C""
}",1
119,en,emotional_cues,visual_cues,"Chris absolutely loves drinking alcohol, regardless of its taste, and considers it his favorite hobby. His favorite type of alcohol is Whiskey. Yesterday, he went to his friend's bar to try out their new Whiskey-based cocktail. As Chris finished the drink in one big gulp, his nose wrinkled, and his eyes diminished. He then thanked his friend and asked for another cup.",Chris,E,D,B,F,"{
""answer_q1"": ""D"",
""answer_q2"": ""F""
}",0
120,en,emotional_cues,visual_cues,"Vivian had a habit of shaking her legs as a way of having fun or when she wanted to focus. One day, when she was doing her project in the lab and shaking her leg, Jane approached her and asked if she was okay.",Vivian,A,F,F,F,"{
""answer_q1"": ""F"",
""answer_q2"": ""F""
}",0
121,en,emotional_cues,visual_cues,"Vivian had a habit of shaking her legs as a way of having fun or when she wanted to focus. One day, when she was doing her project in the lab and shaking her leg, Jane approached her and asked if she was okay.",Jane,F,F,B,B,"{
""answer_q1"": ""F"",
""answer_q2"": ""B""
}",1
122,en,emotional_cues,visual_cues,"For the new semester, the university has organized a 10-mile marathon for new students. Isaac is new to running, but he wants to participate in this marathon and finish it, regardless of how long it takes him. So, he prepared many days prior to the event. On the day of the event, after crossing the finish line, Isaac stood with his arms akimbo and face frowning. Then, he found a smile on his face.",Isaac,E,C,C,C,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""C""
}
```",0
123,en,emotional_cues,visual_cues,"Joanne was pretty and likable. She hoped that she could find a partner on her terms. However, she kept receiving love letters from anonymous admirers. Every morning, she would see the letters piling in her school locker. She took a deep breath and counted to five before smiling and going to the class.",Joanne,A,A,A,A,"{
""answer_q1"": ""A"",
""answer_q2"": ""A""
}",1
124,en,emotional_cues,visual_cues,"It was the day of the school's talent competition. Backstage, Sara, who was performing her stand-up comedy show, felt like she had prepared a good sketch for her act and only needed one last rehearsal. So she started pacing back and forth while mumbling words.",Sara,A,C,B,D,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""D""
}
```",0
125,en,emotional_cues,visual_cues,"When Tommy participated in the community election, he asked his friends to add fake votes to the number of votes he got so that he could win. When the results were announced, Tommy realized that he had won the election, he covered his mouth and gave an expression of awe while thanking those who voted for him.",Tommy,F,C,A,A,"{
""answer_q1"": ""C"",
""answer_q2"": ""A""
}",0
126,en,emotional_cues,visual_cues,"India and Jane had prepared a surprise for their best friend, Blair, whose birthday was in 3 days. A day before Blair's birthday, the three of them were playing together in Blair's room and India started talking about the surprise. Before India could talk further, Jane faked a cough and gave India a stare.",India,A,A,C,C,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""C""
}
```",1
127,en,emotional_cues,visual_cues,"India and Jane had prepared a surprise for their best friend, Blair, whose birthday was in 3 days. A day before Blair's birthday, the three of them were playing together in Blair's room and India started talking about the surprise. Before India could talk further, Jane faked a cough and gave India a stare.",Jane,B,B,C,C,"{
""answer_q1"": ""B"",
""answer_q2"": ""C""
}",1
128,en,emotional_cues,visual_cues,"India and Jane had prepared a surprise for their best friend, Blair, whose birthday was in 3 days. A day before Blair's birthday, the three of them were playing together in Blair's room and India started talking about the surprise. Before India could talk further, Jane faked a cough and gave India a stare.",Blair,C,C,A,A,"{
""answer_q1"": ""C"",
""answer_q2"": ""A""
}",1
129,en,emotional_cues,visual_cues,"Richelle dropped off her 3-year-old daughter to her mother today to attend a work meeting. She specifically reminded her mother not to spoil her daughter too much. When she went to pick her daughter up from her mother, she saw that her daughter was eating chocolate, while happily smiling and her face and hands covered in chocolate.",Richelle,D,D,F,F,"{
""answer_q1"": ""D"",
""answer_q2"": ""F""
}",1
130,en,emotional_cues,visual_cues,"In a trivia challenge, Aaron's team was lagging behind. Suddenly, a question from his expertise area popped up, and Aaron swiftly buzzed in to answer. He looked around at his team with a smirk and winked. His answer was announced incorrect.",Aaron,E,E,D,D,"{
""answer_q1"": ""E"",
""answer_q2"": ""D""
}",1
131,en,emotional_cues,visual_cues,"Nadia was incredibly excited about her upcoming graduation. On the day she was supposed to receive her degree, her parents said they had a surprise for her. When they revealed two new hardcover books as her surprise graduation gift, she managed a smile.",Nadia,B,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",1
132,en,emotional_cues,visual_cues,"Rosy and Andie went on a hike. Rosy's blood sugar gets low very quickly, so she brought chocolates with her. During the hike, Andie saw Rosy's face had gone pale while she was grabbing a piece of chocolate, so she said ""Sorry, did I scare you?"".",Rosy,B,E,A,B,"{
""answer_q1"": ""E"",
""answer_q2"": ""B""
}",0
133,en,emotional_cues,visual_cues,"Rosy and Andie went on a hike. Rosy's blood sugar gets low very quickly, so she brought chocolates with her. During the hike, Andie saw Rosy's face had gone pale while she was grabbing a piece of chocolate, so she said ""Sorry, did I scare you?"".",Andie,A,B,B,C,"{
""answer_q1"": ""B"",
""answer_q2"": ""C""
}",0
134,en,perspective_taking,faux_pas,"Lauren's birthday is coming, and I bought her a doll as a surprise gift. She came to my place two days before her birthday, and I forgot to cover the gift left on my nightstand. Lauren started laughing the moment she saw it. She called the doll ugly and made jokes about why anyone would even buy such a doll. I told her that maybe some people consider it a nice gift. She disagreed.",I,E,E,A,A,"{
""answer_q1"": ""E"",
""answer_q2"": ""A""
}",1
135,en,perspective_taking,faux_pas,"Lauren's birthday is coming, and I bought her a doll as a surprise gift. She came to my place two days before her birthday, and I forgot to cover the gift left on my nightstand. Lauren started laughing the moment she saw it. She called the doll ugly and made jokes about why anyone would even buy such a doll. I told her that maybe some people consider it a nice gift. She disagreed.",Lauren,A,B,C,A,"{
""answer_q1"": ""B"",
""answer_q2"": ""A""
}",0
136,en,perspective_taking,faux_pas,"Naira went to the school theatre to watch the Lion King recital brought by the school's theatre club. Little did she know that Harry, her close friend, was the actor for Simba, who was under heavy makeup for his role. Once the performance was over, there was a chance for some selected audience to meet the performers backstage, Naira being one of them. Naira told the crew that apart from Simba's performance, she enjoyed the show a lot.",Naira,B,A,A,A,"{
""answer_q1"": ""A"",
""answer_q2"": ""A""
}",0
137,en,perspective_taking,faux_pas,"Naira went to the school theatre to watch the Lion King recital brought by the school's theatre club. Little did she know that Harry, her close friend, was the actor for Simba, who was under heavy makeup for his role. Once the performance was over, there was a chance for some selected audience to meet the performers backstage, Naira being one of them. Naira told the crew that apart from Simba's performance, she enjoyed the show a lot.",Harry,F,E,B,D,"```json
{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""D""
}
```",0
138,en,perspective_taking,faux_pas,"Alina and several colleagues are going to have a dinner meeting with a new business partner, and they plan to go to Bill's Bar after dinner to continue chatting. She wanted to tell more colleagues to join the bar party after dinner, so she sent a message to the work group, but she missed one word without realizing it. The message she sent was to go to Bill's Bar for dinner. It turned out that her colleague Samantha arrived at Bill's Bar during dinner time and found that no one was there.",Alina,F,A,A,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",0
139,en,perspective_taking,faux_pas,"Alina and several colleagues are going to have a dinner meeting with a new business partner, and they plan to go to Bill's Bar after dinner to continue chatting. She wanted to tell more colleagues to join the bar party after dinner, so she sent a message to the work group, but she missed one word without realizing it. The message she sent was to go to Bill's Bar for dinner. It turned out that her colleague Samantha arrived at Bill's Bar during dinner time and found that no one was there.",Samantha,B,A,C,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",0
140,en,perspective_taking,faux_pas,"John invited his friends, Mark and Alice, over for a game night. Mark arrived early, and as John was setting up, he saw a piece of abstract art on the wall. Mark, not realizing it was John's own creation, mentioned it looked like it was made by a child. Alice, who was familiar with the paintings, remained silent, giving a knowing glance to John.",John,C,C,C,C,"{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""C""
}",1
141,en,perspective_taking,faux_pas,"John invited his friends, Mark and Alice, over for a game night. Mark arrived early, and as John was setting up, he saw a piece of abstract art on the wall. Mark, not realizing it was John's own creation, mentioned it looked like it was made by a child. Alice, who was familiar with the paintings, remained silent, giving a knowing glance to John.",Mark,D,C,E,E,"{
""answer_q1"": ""C"",
""answer_q2"": ""E""
}",0
142,en,perspective_taking,faux_pas,"John invited his friends, Mark and Alice, over for a game night. Mark arrived early, and as John was setting up, he saw a piece of abstract art on the wall. Mark, not realizing it was John's own creation, mentioned it looked like it was made by a child. Alice, who was familiar with the paintings, remained silent, giving a knowing glance to John.",Alice,D,E,D,D,"{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""D""
}",0
143,en,perspective_taking,faux_pas,"Mina's mother was trying a new recipe for dinner. When Mina came home after doing sports with her friends, she smelled something bad and asked her mom if some food had gone bad in the house.",Mina,B,B,C,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",0
144,en,perspective_taking,faux_pas,"Mina's mother was trying a new recipe for dinner. When Mina came home after doing sports with her friends, she smelled something bad and asked her mom if some food had gone bad in the house.",Mina's mother,D,F,B,B,"{
""answer_q1"": ""F"",
""answer_q2"": ""B""
}",0
145,en,perspective_taking,faux_pas,"Emily was invited to a cultural event showcasing traditional dance and music from various countries. She attended the event with her friend Sarah. During one performance that Sarah was enjoying a lot, Emily couldn't help but burst into laughter at the intricate dance moves of the performers.",Emily,E,E,B,B,"{
""answer_q1"": ""E"",
""answer_q2"": ""B""
}",1
146,en,perspective_taking,faux_pas,"Emily was invited to a cultural event showcasing traditional dance and music from various countries. She attended the event with her friend Sarah. During one performance that Sarah was enjoying a lot, Emily couldn't help but burst into laughter at the intricate dance moves of the performers.",Sarah,B,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",1
147,en,perspective_taking,faux_pas,"Fatima and her family were invited to a dinner at their neighbor's house. Fatima's neighbor, Jennifer, had recently adopted a vegetarian diet for ethical reasons. During dinner, Jennifer served a delicious vegetarian lasagna that she had made herself. Fatima, who was unaware of Jennifer's diet choice, took a bite and immediately made a face of disgust. She asked Jennifer why she didn't add any meat to the lasagna, as it would taste much better that way.",Fatima,C,C,F,F,"{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""F""
}",1
148,en,perspective_taking,faux_pas,"Fatima and her family were invited to a dinner at their neighbor's house. Fatima's neighbor, Jennifer, had recently adopted a vegetarian diet for ethical reasons. During dinner, Jennifer served a delicious vegetarian lasagna that she had made herself. Fatima, who was unaware of Jennifer's diet choice, took a bite and immediately made a face of disgust. She asked Jennifer why she didn't add any meat to the lasagna, as it would taste much better that way.",Jennifer,F,F,C,C,"{
""answer_q1"": ""F"",
""answer_q2"": ""C""
}",1
149,en,perspective_taking,faux_pas,"Jake was running late for an important client meeting. In his rush to get out the door, he accidentally grabbed one brown loafer and one black dress shoe. When he arrived at the office, his coworker Dan noticed the mismatched shoes and chuckled.",Jake,B,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",1
150,en,perspective_taking,faux_pas,"Jake was running late for an important client meeting. In his rush to get out the door, he accidentally grabbed one brown loafer and one black dress shoe. When he arrived at the office, his coworker Dan noticed the mismatched shoes and chuckled.",Dan,A,A,B,B,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""B""
}",1
151,en,perspective_taking,faux_pas,"Ava was excited to introduce her new boyfriend Zach to her extended family at her grandma's 80th birthday party. She brought Zach over to meet her grandma and he said ""Wow, you look amazing for 100!""",Ava,C,C,C,C,"{
""answer_q1"": ""C"",
""answer_q2"": ""C""
}",1
152,en,perspective_taking,faux_pas,"Ava was excited to introduce her new boyfriend Zach to her extended family at her grandma's 80th birthday party. She brought Zach over to meet her grandma and he said ""Wow, you look amazing for 100!""",Zach,A,C,A,D,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""D""
}
```",0
153,en,perspective_taking,faux_pas,"Sasha recently moved to Mexico for work and had to learn Spanish quickly. She took some lessons and thought she was doing okay in her new language. At a departmental lunch, she tried to compliment her coworker's outfit but ended up saying ""You look like a chicken"" without realizing it due to a mix-up in her vocabulary.",Sasha,E,B,C,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",0
154,en,perspective_taking,faux_pas,"Sasha recently moved to Mexico for work and had to learn Spanish quickly. She took some lessons and thought she was doing okay in her new language. At a departmental lunch, she tried to compliment her coworker's outfit but ended up saying ""You look like a chicken"" without realizing it due to a mix-up in her vocabulary.",Sasha's coworker,A,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",0
155,en,perspective_taking,faux_pas,"Oliver was visiting his friend Thomas, who just moved into a new house. Thomas was proud of his modern home and gave Oliver a full tour, ending with his new smart home system. Oliver, not very technology-savvy, couldn't help but express how complicated it all seemed and wondered out loud why anyone would need so many features that barely seemed necessary.",Oliver,E,F,B,A,"{
""answer_q1"": ""F"",
""answer_q2"": ""A""
}",0
156,en,perspective_taking,faux_pas,"Oliver was visiting his friend Thomas, who just moved into a new house. Thomas was proud of his modern home and gave Oliver a full tour, ending with his new smart home system. Oliver, not very technology-savvy, couldn't help but express how complicated it all seemed and wondered out loud why anyone would need so many features that barely seemed necessary.",Thomas,D,D,A,A,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""A""
}
```",1
157,en,perspective_taking,faux_pas,"Linda, a clothing enthusiast, invited her friend Melissa to a fashion show as a new fun activity that they could do together. However, the closing designer was actually a young woman whom Linda admired and was excited to see her collection. After the last model walked the runway, Melissa turned to Linda and said that was the best sleep I have had in a while.",Linda,B,B,D,D,"{
""answer_q1"": ""B"",
""answer_q2"": ""D""
}",1
158,en,perspective_taking,faux_pas,"Linda, a clothing enthusiast, invited her friend Melissa to a fashion show as a new fun activity that they could do together. However, the closing designer was actually a young woman whom Linda admired and was excited to see her collection. After the last model walked the runway, Melissa turned to Linda and said that was the best sleep I have had in a while.",Melissa,D,F,B,F,"{
""answer_q1"": ""F"",
""answer_q2"": ""F""
}",0
159,en,perspective_taking,strange_story,"I have a teacher who gives the F grade as the highest mark since he believes F stands for Full. After our hard test yesterday, I just got my exam paper back and saw that he gave me an F.",I,B,A,A,B,"{
""answer_q1"": ""A"",
""answer_q2"": ""B""
}",0
160,en,perspective_taking,strange_story,"Instead of grading our papers, my professor likes to write the number of mistakes as our assignment score. After submitting our final project last week, I wasn't sure if I did well. Today, I finally got my assignment breakdown and saw 1 out of 10 on it.",I,C,C,A,A,"{
""answer_q1"": ""C"",
""answer_q2"": ""A""
}",1
161,en,perspective_taking,strange_story,"Bella, a traveler, looked up on the internet for a fun and interesting restaurant in the town. It said there is a restaurant famous for its rude customer service, and many people queue to eat there. So Bella decides to go to this restaurant for dinner. Once she sat down, she was greeted by the waitress, who included profanities.",Bella,F,F,B,B,"{
""answer_q1"": ""F"",
""answer_q2"": ""B""
}",1
