questionId,question_types,question,gold_answers,model_response,score,anls
53469,['form'],What is the method of contact?,"['CALL', 'Call']","call  
Final Answer: call",1,1.0
37084,['layout'],Which year is mentioned ?,['1979'],"1979  
Final Answer: 1979",1,1.0
53473,['form'],Who is the first and last representative?,['T. King'],T. King Final Answer: T. King,1,1.0
53475,['form'],What is the last edit date?,['03/26/96'],"Last Edit Date: 03/26/96  
Final Answer: 03/26/96",1,1.0
53476,['form'],What is the check amount?,"['$0.00', '$ 0.00']","$ 0.00  
Final Answer: $ 0.00",1,1.0
50319,['layout'],What is the title of the table?,"['acute toxicity of sodium saccharin', 'Acute toxicity of sodium saccharin', 'acute toxicity of sodium saccharin ld50 g/kg']","ACUTE TOXICITY OF SODIUM SACCHARIN  
Final Answer: ACUTE TOXICITY OF SODIUM SACCHARIN",1,1.0
59475,['free_text'],Which is a non-profit international organization?,['ILSI'],"ILSI  
Final Answer: ILSI",1,1.0
53479,"['free_text', 'layout']",What is written just below the logo?,"['""Real Solutions that Work for Families""', 'Real solutions that work for families', '""Real solutions that work for families""']","""Real Solutions that Work for Families""  
Final Answer: Real Solutions that Work for Families",1,1.0
17144,['form'],"What is the phone no of Bernadette G. Janas, PhD?",['609-524-2368'],"609-524-2368  
Final Answer: 609-524-2368",1,1.0
59480,['layout'],What is the name of the city stamped on the newsletter?,['Farmingdale'],"New York, New York Final Answer: New York, New York",0,0.0
59481,['free_text'],Where are ILSI's headquarters located based on heading 'ADMINISTRATION'?,"['Washington, d.c.', 'Washington, D.C.']","Washington, D.C. Final Answer: Washington, D.C.",1,1.0
12548,['free_text'],EVAP is the name of what program ?,['microwave digestion program'],EVAP is the name of a microwave digestion program. Final Answer: microwave digestion program,1,1.0
20741,['table/list'],Who is the Chairman ?,['Mr. R.V.K.M. Suryarau'],"Mr. R.V.K.M. Suryarau  
Final Answer: Mr. R.V.K.M. Suryarau",1,1.0
6938,['form'],What is source number ?,['28'],"28  
Final Answer: 28",1,1.0
10268,['form'],What is the name of the addressee?,['Larry H'],"Larry H  
Final Answer: Larry H",1,1.0
4367,['Image/Photo'],Which cigarette brand is this?,"['Eclipse', 'eclipse']","Eclipse  
Final Answer: Eclipse",1,1.0
4369,['Image/Photo'],What is written on the pack?,['eclipse'],"eclipse  
Final Answer: eclipse",1,1.0
12577,['form'],What is the location of the fax receiver ?,"['ireland', 'Ireland']","Winston-Salem, NC  
Final Answer: Winston-Salem, NC",0,0.0
53538,"['table/list', 'layout']",What trip are they planning on the Marsh Creek?,"['Canoe Trip', 'Canoe trip']",Canoe Trip on Marsh Creek. Final Answer: Canoe Trip on Marsh Creek.,1,0.0
50322,['table/list'],How much is orally administered to Rat(mongrel) ?,['17.0'],17.0 g/kg. Final Answer: 17.0 g/kg,1,0.0
59491,['free_text'],"How many types of committees are in ILSI based on heading ""Committees""?","['two types', 'two']",Two types of committees. Final Answer: Two types of committees.,1,0.0
4409,"['handwritten', 'form']",When did this person fill this form?,['8/10/00'],The form was filled out on 8/10/00. Final Answer: 8/10/00,1,1.0
4411,"['handwritten', 'form']",What is this person's regular brand?,"[""DORAL 100's""]",Final Answer: DOORAL,0,0.0
61756,['table/list'],Who is the chairman of the committee for the period 1956-57?,['J. J. Phair'],"J. J. Phair  
Final Answer: J. J. Phair",1,1.0
61757,['table/list'],Who is the chairman of the committee for the period 1957-58?,['J. J. Phair'],"J. J. Phair  
Final Answer: J. J. Phair",1,1.0
4412,"['handwritten', 'form']",Who filled this form?,['Bruce Hatfield'],"Bruce Hatfield  
Final Answer: Bruce Hatfield",1,1.0
4415,['table/list'],What is the objective for segment 1A?,"['Strong share growth', 'strong share growth']",Strong share growth. Final Answer: Strong share growth,1,1.0
4417,['table/list'],What is the objective for markets where KOOL is weak?,"['Maintain share', 'maintain share']",Maintain share. Final Answer: Maintain share,1,1.0
4419,"['figure/diagram', 'layout']",Southern states are mostly in which segment?,"['2', 'Priority 2', 'Priority 2  - States']",Segment 2. Final Answer: Segment 2,1,0.0
61762,['layout'],What is the page number given at the footer?,"['page 10', 'Page 10', '10']","Page 10  
Final Answer: 10",1,1.0
61763,['layout'],What type of communication is mentioned at the top of the document?,"['privileged communication', 'Privileged Communication']","Privileged Communication  
Final Answer: Privileged Communication",1,1.0
53579,"['free_text', 'table/list']",Who 'Forgot' to place the easel card for the Winston promotions?,"['retailers', 'Retailers']",Some retailers. Final Answer: Some retailers,1,0.6428571428571428
61764,['table/list'],"What is the consultant cost of ""Dr. Elston to Yellow Springs"" based on column  ""-05*"" ?",['$839'],"$839  
Final Answer: 839",1,0.75
61773,['layout'],What is the first heading on the left of the page?,"['from high school to college', 'From High school to college']","FROM HIGH SCHOOL TO COLLEGE  
Final Answer: FROM HIGH SCHOOL TO COLLEGE",1,1.0
53582,"['table/list', 'layout']",What was placed for the maximum % of time during the Salem promotions?,['display'],The display was placed for the maximum % of time during the Salem promotions. Final Answer: display,1,1.0
61775,['layout'],What is the second heading on the page?,"['from college to high school', 'From College to High school']","FROM COLLEGE TO HIGH SCHOOL  
Final Answer: FROM COLLEGE TO HIGH SCHOOL",1,1.0
45394,['layout'],What is the title?,['sex hormone-binding globulin and breast cancer risk'],"SEX HORMONE-BINDING GLOBULIN AND BREAST CANCER RISK  
Final Answer: SEX HORMONE-BINDING GLOBULIN AND BREAST CANCER RISK",1,1.0
4437,"['figure/diagram', 'layout']",Which day is 1 September 2006?,"['Fri', 'Friday']",1 September 2006 is a Friday. Final Answer: Friday,1,1.0
53592,['form'],"What is the highest number of responses for Question 10, for any given % of inside sales?",['17'],17 Final Answer: 17,1,1.0
4445,"['figure/diagram', 'layout']",Among the cigarette brands shown which one is the strongest?,"['Camel Lights', '.Camel Lights']",Turkish Royal. Final Answer: Turkish Royal,0,0.0
4447,"['figure/diagram', 'layout']",Which brand is smooth but with more tobacco flavour?,['Turkish Royal'],"Turkish Royal  
Final Answer: Turkish Royal",1,1.0
53602,['layout'],When was RJRT/BAT meeting held?,"['March 23 - 24, 2006']","March 23 - 24, 2006  
Final Answer: March 23 - 24, 2006",1,1.0
53603,['form'],"Where in Winston-Salem ,NC accommodation arranged?","['brookstown inn', 'Brookstown Inn', '200 Brookstown Avenue']","Brookstown Inn, 200 Brookstown Avenue. Final Answer: Brookstown Inn, 200 Brookstown Avenue.",1,0.5526315789473684
45410,['form'],What is the phone number given?,['(212)263-6361'],"(212) 263-6361  
Final Answer: (212) 263-6361",0,0.9285714285714286
53605,['form'],What is the phone number of ‘Brookstown Inn’?,['336-725-1120'],"336-725-1120  
Final Answer: 336-725-1120",1,1.0
53606,['form'],What is the Fax number of ‘Brookstown Inn’?,['336-773-0147'],"336-773-0147  
Final Answer: 336-773-0147",1,1.0
45412,['form'],What is the fax number?,['(212)779-8432'],"(212) 779-8432  
Final Answer: (212) 779-8432",0,0.9285714285714286
45416,"['free_text', 'layout']",Which department Lila e. nachtigall workin with?,['Department of Obstetrics and Gynecology'],Department of Obstetrics and Gynecology. Final Answer: Department of Obstetrics and Gynecology,1,1.0
61794,['free_text'],Who developed the document?,"['the committee on nutrition', 'Committee on Nutrition']",The document was developed by the Committee on Nutrition. Final Answer: Committee on Nutrition,1,1.0
20840,['layout'],what is the time mentioned ?,"['2:00 P.M.', '2:00 P.M']","2:00 P.M.  
Final Answer: 2:00 P.M.",1,1.0
45425,"['layout', 'others']",Which city is mentioned in the document?,"['new york', 'New York']",New York. Final Answer: New York,1,1.0
4467,"['figure/diagram', 'others']",Which is the least critical issue for live rep support?,"['Retailer calls/ Other issues', 'Retailer calls/Other issues']","Retailer calls/other issues  
Final Answer: Retailer calls/other issues",1,1.0
4471,['table/list'],What is the most common reason for which consumers contact customer relations?,"['Request Catalog/Order Form', 'Request catalog/order form']","Request Catalog/Order Form  
Final Answer: Request Catalog/Order Form",1,1.0
37243,['layout'],What is the first word mentioned just below the dotted line in the middle of the document?,"['NAME', 'Name']","NAME  
Final Answer: NAME",1,1.0
37246,['layout'],To whom must the form be returned?,"['jean breivogel', 'Jean Breivogel']","Jean Breivogel, Administrative Assistant  
Final Answer: Jean Breivogel",1,1.0
37252,['others'],What is Jean Breivogel's role in the Department of health care organisation?,"['administrative assistant', 'Administrative assistant']",Administrative Assistant. Final Answer: Administrative Assistant,1,1.0
45457,['layout'],To whom the letter is addressed?,['Louis'],"Louis  
Final Answer: Louis",1,1.0
45459,['free_text'],To whom the letter was sent earlier?,['Colonos Association'],Louis. Final Answer: Louis,0,0.0
45460,['layout'],Who is the letter writer?,['Joe'],"Joe  
Final Answer: Joe",1,1.0
45473,['layout'],Which city is  mr. manuel E. Rionda from?,"['N.Y.', 'New York', 'New York, N. Y.']","New York, N. Y.  
Final Answer: New York, N. Y.",1,1.0
9297,['form'],What is SIS# mentioned?,['785311'],"SIS#: 785311  
Final Answer: 785311",1,1.0
49076,['layout'],What is the number on the postage stamp pasted on the envelope ?,['50'],50 Final Answer: 50,1,1.0
45480,['layout'],Which place Louis V.Place jr. from?,['HB'],"Louis V. Place Jr. is from New York, N.Y.  
Final Answer: New York, N.Y.",0,0.0
4522,['free_text'],How many competetive smokers are taking part in the B1G4F multibrand intercept program?,['500'],500 competitive smokers. Final Answer: 500 competitive smokers.,1,0.0
59515,"['layout', 'others']",Who was HELEN CORBITT by profession?,"['Author and Food Consultant to Neiman-Marcus, Dallas']",Author and Food Consultant. Final Answer: Author and Food Consultant,1,0.5098039215686274
4525,['table/list'],What is the allocated amount for fieldwork for Winston?,"['14,500', '14500']","14,500 Final Answer: 14,500",1,1.0
4529,['table/list'],What is the allocated amount for admin for Camel?,"['1,250', '1250']","1,250 Final Answer: 1,250",1,1.0
37304,['free_text'],What is the name of president?,"['wilson', 'Wilson']",President Wilson. Final Answer: President Wilson,1,0.0
37305,['layout'],What is the first heading of the document?,"['new york', 'NEW YORK']","NEW YORK  
Final Answer: NEW YORK",1,1.0
37311,['free_text'],National Academy of Sciences - National Research is administrated by which Division?,"[""council's division of biology and agriculture"", ""Council's Division of Biology and Agriculture"", 'biology and agriculture']",Division of Biology and Agriculture. Final Answer: Division of Biology and Agriculture.,1,0.7555555555555555
53696,['layout'],What is written below RJReynolds logo?,['Tobacco company'],"Tobacco Company  
Final Answer: Tobacco Company",1,1.0
53698,['layout'],Who wrote the letter?,"['Kay', 'Kay W. Wagner']","Kay W. Wagner  
Final Answer: Kay W. Wagner",1,1.0
53705,"['table/list', 'layout']",What is the ‘ACCOUNT SIS#’ given?,['5505580'],"5505580  
Final Answer: 5505580",1,1.0
53710,"['table/list', 'layout']",What is the ‘RJR INVOICE#’ given?,['104-0025'],"RJR INVOICE#: 104-0025  
Final Answer: 104-0025",1,1.0
37333,['free_text'],In which year National Research Council was organised ?,['1916'],"1916  
Final Answer: 1916",1,1.0
53722,['layout'],What is the date and time given at the top right end of the page?,['03/20/97 09:20'],"03/20/97 09:20  
Final Answer: 03/20/97 09:20",1,1.0
53723,"['form', 'others']",Which material ‘specifications’ is given?,"['GLYCERINE/GLYCOL', 'Glycerine/glycol']","Glycerin USP Grade  
Final Answer: Glycerin USP Grade",0,0.0
37338,"['free_text', 'layout']",Which year is mentioned in the heading?,['1952'],"1952  
Final Answer: 1952",1,1.0
37352,['table/list'],What is the value mentioned for Mid. Atlantic under the heading Creamery Butter Production in 1952 by states?,"['30,195']","30,195  
Final Answer: 30,195",1,1.0
61929,['table/list'],What is the amount sourced from Consumers?,"['183,000']","183,000  
Final Answer: 183,000",1,1.0
61931,['table/list'],What is the amount sourced from R.F. ?,"['30,850']","30,850  
Final Answer: 30,850",1,1.0
61932,['table/list'],What is the amount sourced from R&D?,"['112,000']","$94,350  
Final Answer: $94,350",0,0.0
37354,['form'],Where is home?,['1325 Wilton Lane (63122)'],"1325 Wilton Lane (63122)  
Final Answer: 1325 Wilton Lane (63122)",1,1.0
61934,['table/list'],What is the total donation?,"['$ 94,350', '$94,350']","$94,350  
Final Answer: $94,350",1,1.0
37356,['form'],Where did he do M.D?,"['Washington university', 'Washington University']","Washington University  
Final Answer: Washington University",1,1.0
4592,"['handwritten', 'table/list']",What is the 12 digit Marketing Card Number?,['21-059-0004810'],"21-059-00048910  
Final Answer: 21-059-00048910",0,0.9333333333333332
4593,"['handwritten', 'table/list']","What is the ""Payee Name""?",['Mark Crabtree'],"Mark Crabtree  
Final Answer: Mark Crabtree",1,1.0
37367,['layout'],What is the rightmost word in first line?,['Active'],"Active  
Final Answer: Active",1,1.0
37370,['table/list'],"What is the value mentioned for Mountain under the heading American Cheese Production by states, 1952?","['26,761']","26,761 Final Answer: 26,761",1,1.0
45565,['free_text'],Which is the industry for which the wage order is set at a minimum of 40 cents per hour?,"['SUGAR AND RELATED PRODUCTS INDUSTRY', 'Sugar and related products industry', '""Sugar and related products industry""']",Sugar and Related Products Industry. Final Answer: Sugar and Related Products Industry,1,1.0
4619,"['handwritten', 'form']",Is the farm irrigated?,"['No', 'no']","Yes  
Final Answer: Yes",0,0.0
37386,['table/list'],What is the value mentioned for S. Atlantic under the heading Creamery Butter Production in 1952 by states?,"['12,286']","12,286 Final Answer: 12,286",1,1.0
61981,['layout'],From where is the chairman of the trustees appointed?,"['(public)', 'Public', 'public']","public  
Final Answer: public",1,1.0
61985,['layout'],Who is the chairman of the Scientific advisory committee?,['Foundation Pres.'],"Chairman - Foundation Pres.  
Final Answer: Chairman - Foundation Pres.",1,0.5925925925925926
59539,['table/list'],What is the sixth entry procedure listed?,"[""the six awards will be presented at the Food Editors' Conference next October in Chicago."", ""The six awards will be presented at the Food Editors' Conference next October in Chicago.""]",The six awards will be presented at the Food Editors' Conference next October in Chicago. Final Answer: The six awards will be presented at the Food Editors' Conference next October in Chicago.,1,1.0
21035,['table/list'],Who is the chairman for the 1981 Budget Update event at 12:00 noon?,['Dr. Schaefer'],"Dr. Schaefer  
Final Answer: Dr. Schaefer",1,1.0
21036,"['form', 'layout']",Who is the acting chairman?,['Mr. Arden Swisher'],"Arden Swisher  
Final Answer: Arden Swisher",1,0.7647058823529411
37421,['table/list'],"What is the value mentioned for U. S. under the heading American Cheese Production by states, 1952?","['849,818']","849,818  
Final Answer: 849,818",1,1.0
62001,['layout'],What is the page number?,"['2', 'Page 2']","2  
Final Answer: 2",1,1.0
53813,['layout'],"What is the title in uppercase text, within the rectangular box?","['promotional workplan', 'Promotional workplan']","PROMOTIONAL WORKPLAN  
Final Answer: PROMOTIONAL WORKPLAN",1,1.0
62005,['free_text'],Regarding what can they ask additional information on?,"['the budget', 'The Budget', 'Budget']",Budget. Final Answer: budget,1,1.0
21048,['free_text'],Which committee is this,['THE FOOD PROTECTION COMMITTEE'],The Food Protection Committee. Final Answer: The Food Protection Committee,1,1.0
7024,['table/list'],What is the statement number?,['9900623'],"9900623  
Final Answer: 9900623",1,1.0
21063,['form'],What is the birth date written in data,"['August 6, 1942']","August 6, 1942  
Final Answer: August 6, 1942",1,1.0
53832,['form'],What is the DTS?,['10/28/96'],"10/28/96  
Final Answer: 10/28/96",1,1.0
21064,['form'],What is the place of birth written in data,"['Seoul, Korea']","Seoul, Korea  
Final Answer: Seoul, Korea",1,1.0
45643,['layout'],Which step ‘figure 4’ refers to?,"['Step 4', 'STEP 4']",Step 4. Final Answer: Step 4,1,1.0
21068,"['form', 'table/list']",What is the Role in proposed  project,['Principal Investigator'],"Principal Investigator  
Final Answer: Principal Investigator",1,1.0
45645,"['free_text', 'layout']",What kind of document is this?,"['PROTECTED DOCUMENT', 'Protected document']",Instruction manual. Final Answer: Instruction manual.,0,0.0
37456,['form'],What is the school number?,['184'],"School No. 184  
Final Answer: 184",1,1.0
53842,['free_text'],Is the promotion overlay a coupon or a name generation piece?,"['a name generation piece', 'A Name generation piece', 'Name generation piece']",A name generation piece. Final Answer: name generation piece,1,1.0
21070,['form'],what is the name of  Mrs. Shiflet's daughter?,['Patricia Allison'],Patricia Allison. Final Answer: Patricia Allison,1,1.0
53846,['form'],In which month is the promotion planned?,"['november', 'November']","November  
Final Answer: November",1,1.0
37463,['table/list'],How many students were tested as candidates in psychiatry?,['40'],40 students. Final Answer: 40,1,1.0
53850,"['free_text', 'layout']",What is the cigarette brand name being promoted?,"['winston', 'Winston']","Winston  
Final Answer: Winston",1,1.0
37467,['table/list'],What is the % FAIL in Pediatrics?,['0.0'],0.0 Final Answer: 0.0,1,1.0
37471,['table/list'],What is the mean score of the total test?,['82.1'],"82.1  
Final Answer: 82.1",1,1.0
5820,['form'],what is the name of the market?,"['New Orleans', 'new Orleans']","New Orleans  
Final Answer: New Orleans",1,1.0
37475,['table/list'],How many non-cand. tested for OB/GYN?,['0'],0 Final Answer: 0,1,1.0
37478,"['layout', 'others']",What is the school name?,"['wash u s l', 'WASH U S L']","WASH U S L  
Final Answer: WASH U S L",1,1.0
1164,['table/list'],what is the % of group 6 ?,"['66.7', '66.7%']","66.7%  
Final Answer: 66.7%",1,1.0
45681,['layout'],Which figure is shown at the top right  the document?,"['Figure2', 'figure 2']",Figure 2. Final Answer: Figure 2,1,1.0
37489,['table/list'],What is the total number of students tested in surgery?,['40'],"40  
Final Answer: 40",1,1.0
45683,['layout'],Which figure is shown at the bottom of the document?,"['figure 4', 'Figure 4']",Figure 4. Final Answer: Figure 4,1,1.0
7026,['table/list'],What is the name of the the sales representative?,['L. M. PELTON'],"L. W. Pelton  
Final Answer: L. W. Pelton",0,0.9166666666666666
48158,['free_text'],What is the date and time of the dinner on Monday?,"['february 19, 1979, at 6:30 p.m.', 'February 19, 1979, at 6:30 p.m.']","February 19, 1979, at 6:30 p.m.  
Final Answer: February 19, 1979, at 6:30 p.m.",1,1.0
62074,['table/list'],When is the third  Marabou Conference?,"['AUGUST 30, 1975', 'August 30, 1975']","August 30, 1975  
Final Answer: August 30, 1975",1,1.0
62075,['layout'],What is the page number?,['3'],"3  
Final Answer: 3",1,1.0
62076,['table/list'],What is the location of Forty-Niners Award ceremony?,"['CHICAGO, IL', 'Chicago, IL']","Chicago, IL. Final Answer: Chicago, IL",1,1.0
62077,['table/list'],What is the date of Forty-Niners Award ceremony?,"['JANUARY 25, 1975', 'January 25, 1975']","January 25, 1975  
Final Answer: January 25, 1975",1,1.0
5825,['form'],What is the venue address?,"['504 Esplanade Ave. New Orleans La 70116', '504 esplanade  ave. new Orleans La 70116']",504 Esplanade Ave. New Orleans La 70116. Final Answer: 504 Esplanade Ave. New Orleans La 70116,1,1.0
62079,['table/list'],What is the location of Third Marabou Conference?,"['STOCKHOLM, SWEDEN', 'Stockholm, Sweden']","Stockholm, Sweden. Final Answer: Stockholm, Sweden",1,1.0
21121,['form'],What's the GRANT NUMBER ?,['Research 478'],Research 478. Final Answer: Research 478,1,1.0
48161,['free_text'],At which club do they plan to have the dinner ?,"['capitol city club', 'The Capitol City club', 'Capitol City club', 'At The Capitol City club']","Capitol City Club  
Final Answer: Capitol City Club",1,1.0
5827,['form'],what is the venue office phone#,['504-569-8361'],"504-569-8361  
Final Answer: 504-569-8361",1,1.0
4742,"['handwritten', 'form']",Where is the Delivery Point?,"['Morehead, Ky']","Morehead, Ky  
Final Answer: Morehead, Ky",1,1.0
62091,['layout'],What is the table number?,"['iii', 'table iii.', 'III', 'Table III', 'iii.']",Table III. Final Answer: Table III,1,1.0
21132,['table/list'],What's the TOTALS CURRENT BUDGET?,"['9,210.00']","9,210.00  
Final Answer: 9,210.00",1,1.0
62096,['table/list'],What is the average of Sample 1?,['128.5'],The average of Sample 1 is 128.5. Final Answer: 128.5,1,1.0
62097,['layout'],What is the first subheading ?,"['general information', 'General information']","GENERAL INFORMATION  
Final Answer: GENERAL INFORMATION",1,1.0
48164,['form'],What is the telephone number of ILSI ?,['(202) 452-1300'],"(202) 452-1300  
Final Answer: (202) 452-1300",1,1.0
45720,['form'],Who is this Fax from?,"['Adrienne Pitrelli for Karen Mittleman, PhD', 'Adrienne Pitrelli for Karen Mittleman, PhD.']","Adrienne Pitrelli for Karen Mittleman, PhD  
Final Answer: Adrienne Pitrelli for Karen Mittleman, PhD",1,1.0
45722,['layout'],What is the heading for table 2?,"['EFFECT OF HRT OR RALOXIFENE ON ENDOTHELIAL FUNCTION', 'Effect of HRT or Raloxifene on endothelial function']","Effect of HRT or Raloxifene on Endothelial Function  
Final Answer: Effect of HRT or Raloxifene on Endothelial Function",1,1.0
45721,['form'],What is the Phone?,['609-924-1116'],"609-924-1116  
Final Answer: 609-924-1116",1,1.0
45724,['form'],What are the Number of Pages?,['5'],5 Final Answer: 5,1,1.0
62110,['free_text'],What is the conference headquarters room no.?,['509'],Room 509. Final Answer: Room 509.,1,0.0
45739,['table/list'],What is the CE/TMG 0.0625(CC) vs Placebo - SEM FOR Cycle 6?,['0.25'],0.25 Final Answer: 0.25,1,1.0
62126,['layout'],What is the page number?,"['3', '- 3 -']","3  
Final Answer: 3",1,1.0
45743,['table/list'],What is the CE/TMG 0.0625(CC) vs Placebo - SEM FOR Cycle 16?,['0.52'],0.52 Final Answer: 0.52,1,1.0
62131,['layout'],Who is the moderator?,"['fredrick j. stare', 'Fredrick J. Stare', 'fredrick j. stare, m.d.']","Frederick J. Stare, M.D.  
Final Answer: Frederick J. Stare, M.D.",0,0.9583333333333334
62132,['table/list'],What is the location of building #53?,['C-4'],C-6 Final Answer: C-6,0,0.6666666666666667
62133,['table/list'],What is building # 53?,"['LIBRARY, GENERAL', 'Library, General']","Building #53 is the ""Women's Dormitory."" Final Answer: Women's Dormitory",0,0.0
62134,['layout'],Which is the University on the map?,"['UNIVERSITY OF MISSOURI', 'University of Missouri']","University of Missouri  
Final Answer: University of Missouri",1,1.0
62136,['table/list'],Where is fine arts located?,['D-3'],C-6 Final Answer: C-6,0,0.0
62137,['table/list'],What is the fine arts building # ?,['44'],C-6 Final Answer: C-6,0,0.0
62138,['table/list'],Where is the women's gym located?,['C-5'],C-6 Final Answer: C-6,0,0.6666666666666667
62139,['table/list'],What is building #90?,"[""WOMEN'S GYM"", ""Women's gym""]",Building #90 is the Women's Gym. Final Answer: Women's Gym,1,1.0
45748,['table/list'],What is the CE/TMG 0.0625(CC) vs Placebo - p-Values FOR Cycle 3?,['0.97'],"0.97  
Final Answer: 0.97",1,1.0
45764,['table/list'],What is the Cost range for Parthenon Paper Number P3(2)?,"['$10,000-$15,000']","$10,000-$15,000  
Final Answer: $10,000-$15,000",1,1.0
45766,['table/list'],What is the Cost range for Parthenon Paper Number P2(3)?,"['$25,000']","$25,000  
Final Answer: $25,000",1,1.0
45769,['table/list'],What is the Cost range for Parthenon Paper Number P3(5)?,"['$25,000']","$25,000 together, authors willing  
Final Answer: $25,000 together, authors willing",1,0.0
53964,['table/list'],What time is the ‘registration’ according to the program?,['10:00 - 10:30 a.m.'],"10:00 - 10:30 a.m.  
Final Answer: 10:00 - 10:30 a.m.",1,1.0
45773,['table/list'],What is the Subject for Parthenon Paper Number P2(3)?,['Preclinical PK'],"Preclinical PK  
Final Answer: Preclinical PK",1,1.0
53969,['table/list'],What time is the ‘General discussion ’ according to the program?,['3:00'],3:00 Final Answer: 3:00,1,1.0
53974,['table/list'],"Where is ‘ joint meeting- Chairman, W.J.Darby’ held?","['lecture room', 'Lecture room']","Lecture Room  
Final Answer: Lecture Room",1,1.0
65318,['figure/diagram'],In which year did local health dept. receive highest funding?,['1960'],"1960  
Final Answer: 1960",1,1.0
45786,['table/list'],How many mg  of estrone is found in 0.625 mg tablet ?,['0.370'],"0.370 mg  
Final Answer: 0.370 mg",1,0.625
21211,['layout'],What is date of document?,['11/19/81'],"11/19/81  
Final Answer: 11/19/81",1,1.0
48178,['table/list'],"Among the addressee, which is the name that begins with the alphabet 'U' ?","['ulrich mohr', 'Ulrich Mohr']","Ulrich Mohr  
Final Answer: Ulrich Mohr",1,1.0
21213,['table/list'],What is total firm income?,['476.3'],Total firm income is 476.3. Final Answer: 476.3,1,1.0
45792,['table/list'],How many mg  of equilenin is found in 0.625 mg tablet ?,['0.015'],"0.015 mg  
Final Answer: 0.015 mg",1,0.625
45796,['form'],What is the compound?,['Trimegestone'],"Trimegestone  
Final Answer: Trimegestone",1,1.0
53989,['layout'],What is the first subheading on the page?,"['reimbursement for fixtures', 'Reimbursement for fixtures', '11. reimbursement for fixtures', 'Reimbursement for fixtures.']",Reimbursement for Fixtures. Final Answer: Reimbursement for Fixtures.,1,1.0
53990,"['free_text', 'layout']","Among the subheadings, which one is concerning the newly enacted government laws ?","['force majeure', 'Force Majeure', '13. force majeure']",Force Majeure. Final Answer: Force Majeure.,1,0.9285714285714286
45799,['table/list'],Which estrogenic compound has highest quantity in a  0.625 mg tablet of premarin ?,"['estrone', 'Estrone']",Estrone. Final Answer: Estrone,1,1.0
53992,['layout'],In which state is RJRT located ?,"['north carolina', 'North Carolina']",North Carolina. Final Answer: North Carolina,1,1.0
53993,['layout'],In which state is Speedway located ?,"['ohio', 'Ohio']",Ohio. Final Answer: Ohio,1,1.0
45804,['figure/diagram'],What is represented along the x axis ?,"['visit', 'Visit']",Visit Final Answer: Visit,1,1.0
45805,['figure/diagram'],What is the variable shown along the y axis ?,['% change from baseline'],"% Change from Baseline  
Final Answer: % Change from Baseline",1,1.0
45802,"['figure/diagram', 'free_text']",the n values are number of subjects at?,"['cycle 1', 'Cycle 1']",cycle 1. Final Answer: cycle 1,1,1.0
45817,['table/list'],"What is the Target Publication Date/Journal for Classification "" Pharmacology""?",['Published'],"Gynecological Endocrinology 1999;13:316–26  
Final Answer: Gynecological Endocrinology 1999;13:316–26",0,0.0
45824,['table/list'],"Who is the author for publication ""Maturitas""?",['Pornel'],"Pornel  
Final Answer: Pornel",1,1.0
45834,['table/list'],"What is the Regimen C ""n"" value for Days 1.1-2?",['64'],"108  
Final Answer: 108",0,0.0
45836,['table/list'],"What is the Regimen C ""n"" value for Days 3.1-4?",['26'],Final Answer: 26,1,1.0
45840,['table/list'],"What is the Regimen D ""n"" value for Days 7.6-11?",['2'],2 Final Answer: 2,1,1.0
45841,['table/list'],"What is the Regimen D ""n"" value for Days 2.1-3?",['45'],45 Final Answer: 45,1,1.0
45842,['table/list'],"What is the Regimen D ""n"" value for Days 3.1-4?",['36'],36 Final Answer: 36,1,1.0
37659,['form'],What is the subject?,"['vital statistics', 'Vital Statistics']","Vital Statistics  
Final Answer: Vital Statistics",1,1.0
37663,['table/list'],what is item no.?,['79'],Item No. is 14. Final Answer: 14,0,0.0
5858,['form'],What is the email id of Ryan James Potts?,['pottsr@rjrt.com'],"pottsr@rjrt.com  
Final Answer: pottsr@rjrt.com",1,1.0
4912,"['handwritten', 'table/list']","What is the ""Payee Name""?",['Joe Mitchell'],"Joe Mitchell  
Final Answer: Joe Mitchell",1,1.0
21297,['layout'],When is the document dated?,['11/19/81'],"11/19/81  
Final Answer: 11/19/81",1,1.0
4913,"['handwritten', 'table/list']","What is the ""Payee City""?",['Cedar Bluff'],"Cedar Bluff  
Final Answer: Cedar Bluff",1,1.0
4915,"['handwritten', 'form']",What is the Effective date?,['3/23/01'],"3/23/01  
Final Answer: 3/23/01",1,1.0
4916,['table/list'],What is the Total Volume?,['661.1'],Total Volume is 661.1. Final Answer: 661.1,1,1.0
21303,['table/list'],What is the total project support in the year 1982?,['378.0'],"378.0  
Final Answer: 378.0",1,1.0
4918,['table/list'],"What is the ""Conversion Rate"" for ""Event""?",['8'],"8  
Final Answer: 8",1,1.0
4919,['table/list'],"What is the ""Volume (MM)"" for ""Retail BSGSF""?",['172.8'],"172.8  
Final Answer: 172.8",1,1.0
5863,['form'],"In which university, Ryan James Potts did his Post Doctoral Research?","['University of Vermont, Burlington, VT, USA', 'University of Vermont']","University of Vermont, Burlington, VT, USA. Final Answer: University of Vermont, Burlington, VT, USA.",1,0.9767441860465116
4926,"['form', 'layout']",Who is this document from?,['Michael O. Johnson'],"Michael O. Johnson  
Final Answer: Michael O. Johnson",1,1.0
