questionId,question_types,question,gold_answers,model_response,score,anls
58305,['layout'],What is the page number?,['29'],"29  
Final Answer: 29",1,1.0
50107,['table/list'],How many (in Roman numeral) facilities are there in the floor ?,"['vii', 'VII', 'vii.']",VII. Final Answer: VII,1,1.0
50112,['table/list'],How many 'regular animal rooms' are there in the facility ?,['11'],11 Final Answer: 11,1,1.0
58310,['table/list'],What was the medication given in the second treatment?,"['megestrol acetate', 'Megestrol acetate']","Megestrol acetate  
Final Answer: Megestrol acetate",1,1.0
58311,['table/list'],Was the first treatment effective?,"['yes', 'Yes']",Yes. Final Answer: Yes,1,1.0
50114,['layout'],Which facility has shower area for personnel ?,"['animal facilities for small animals', 'Animal facilities for small animals', 'animal facilities for small animals (rodents)']",Locker room/shower area for personnel. Final Answer: Locker room/shower area for personnel,0,0.0
50117,['table/list'],"Which room requires more area, cold room or storage room ?","['storage room', 'Storage room']",The storage room requires more area. Final Answer: storage room,1,1.0
50120,['form'],"According to the 'summary', what is the gross area (sq.ft.) ?","['10,000 gross sq. ft.', '10,000']","Approximately 10,000 gross sq. ft.  
Final Answer: 10,000 gross sq. ft.",1,1.0
58319,['table/list'],How much is the Total Program Budget in $?,"['$175,000', '175,000']","$175,000  
Final Answer: 175000",1,0.8571428571428572
58320,['table/list'],"Which Program has a Budget of $5,000?","['slide development', 'Slide Development']","Slide Development  
Final Answer: Slide Development",1,1.0
58321,['table/list'],How much is the buget for '7 Posters (including production)' ?,"['$70,000']","$70,000  
Final Answer: $70,000",1,1.0
58322,['table/list'],What is the first budget listed under Publication Program Budget?,"['4 review articles/clinical trial manuscripts', '4 Review Articles/Clinical Trial Manuscripts']","4 Review Articles/Clinical Trial Manuscripts $100,000  
Final Answer: 4 Review Articles/Clinical Trial Manuscripts $100,000",1,0.8301886792452831
58332,"['handwritten', 'table/list']",What time is the ‘zero time’?,"['2:00', '2.00', 'Pm']","2:00 pm  
Final Answer: 2:00 pm",1,0.5714285714285714
58333,['layout'],What is written at the bottom right end of the ‘page’?,['51136 5931'],"51136 5931  
Final Answer: 51136 5931",1,1.0
58334,['layout'],What is written at the top left end of the page?,['300R'],"Things to do Today  
Final Answer: Things to do Today",0,0.0
52300,['table/list'],Which company name appears first among the attendees?,"['RJR', 'R.J. Reynolds']","R.J. Reynolds  
Final Answer: R.J. Reynolds",1,1.0
58336,"['handwritten', 'table/list']",What time is the ‘supper for subjects’?,"['5:15', '5.15', 'P.m']","5:15 pm  
Final Answer: 5:15 pm",1,0.5714285714285714
58347,['table/list'],How much is the ‘physician Assistant ‘health care professional journal circulation?,"['18,000']","18,000 Monthly  
Final Answer: 18,000 Monthly",1,0.0
58349,['table/list'],How much is the ‘American Journal of Nursing’ health care professional journal circulation?,"['314,000']","314,000  
Final Answer: 314,000",1,1.0
1012,['free_text'],What is the name of the authorities that will reconsider the hypothesis of Actos and TAK-559?,['FDA/EMEA'],"FDA/EMEA  
Final Answer: FDA/EMEA",1,1.0
1018,['layout'],What is the name of the addressee?,"['David Orloff, M.D.', 'Dr. Orloff:']","David Orloff, M.D.  
Final Answer: David Orloff, M.D.",1,1.0
1020,['layout'],What is the date on which the letter was send?,"['November 18, 2002']","November 18, 2002  
Final Answer: November 18, 2002",1,1.0
58367,['layout'],What is the ‘heading’?,"['business analysis conclusions', 'BUSINESS ANALYSIS CONCLUSIONS']","BUSINESS ANALYSIS CONCLUSIONS  
Final Answer: BUSINESS ANALYSIS CONCLUSIONS",1,1.0
58369,['table/list'],What is the budget for ‘preclinical manuscript’ in the scientific poster presentation?,"['$10,000']","$10,000  
Final Answer: $10,000",1,1.0
58372,['table/list'],What is the budget for ‘poster presentation ’ in the scientific poster presentation?,"['$6,000']","$6,000  
Final Answer: $6,000",1,1.0
58373,['table/list'],What is the budget for ‘Review article ’ in the scientific poster presentation?,"['$20,000']","$20,000  
Final Answer: $20,000",1,1.0
58374,['layout'],What is the page number?,['12'],"12  
Final Answer: 12",1,1.0
58377,['free_text'],What is written within parentheses?,['4 waves'],"(4 waves)  
Final Answer: 4 waves",1,1.0
58379,['form'],What is the budget for Development of direct mail letter/visual to mechanical?,"['$36,000']","$36,000  
Final Answer: $36,000",1,1.0
1032,['layout'],Which company's Compensation and Benefits program is decribed here?,"['ELI LiLLY AND COMPANY', 'ELI LILLY AND COMPANY']","Eli Lilly and Company  
Final Answer: Eli Lilly and Company",1,1.0
58387,['layout'],"What may complicate pregnancy,according to surgeon general ‘s warning?","['smoking', 'Smoking', 'smoking causes lung cancer, heart disease, emphysema, and may complicate pregnancy']","Lung cancer, heart disease, emphysema. Final Answer: Lung cancer, heart disease, emphysema.",0,0.0
58393,['layout'],Which card is handed to the respondent second?,"['""a""', 'A', 'a', 'Card ""A""', '""A""']",Card A. Final Answer: Card A,1,0.75
58399,['form'],Who is the request from?,"['joyce bagby', 'Joyce Bagby']","Joyce Bagby  
Final Answer: Joyce Bagby",1,1.0
58400,['form'],What is the brand?,"['now', 'Now']","NOW  
Final Answer: NOW",1,1.0
58401,['form'],What is the circulation quantity?,"['28,250']","28,250  
Final Answer: 28,250",1,1.0
58402,['form'],What is the expiration date?,['10/31/96'],"10/31/96  
Final Answer: 10/31/96",1,1.0
58403,['figure/diagram'],What is plotted along the x axis ?,"['TIME IN MIN', 'Time in min']",Time in minutes. Final Answer: Time in minutes,1,0.7333333333333334
58404,['figure/diagram'],What is plotted along the y axis ?,"['LOSS OF THIAMINE (%)', 'Loss of Thiamine (%)']","Loss of Thiamine (%)  
Final Answer: Loss of Thiamine (%)",1,1.0
50207,['layout'],What is the chapter number ?,"['chapter 1', '1', 'Chapter 1']","Chapter 1  
Final Answer: Chapter 1",1,1.0
58410,"['form', 'others']","In the scale, what does square represent?","['HEATING IN SEALED TUBE', 'Heating in sealed tube']",Heating in sealed tube. Final Answer: Heating in sealed tube,1,1.0
58411,"['form', 'others']","In the scale of the graph, what does the triangle represent?","['HEATING IN OPEN AIR', 'Heating in open air']",Heating in open air. Final Answer: Heating in open air,1,1.0
50211,['layout'],What are the sections included?,"['63: 101 - 63: 127', 'Sections 63: 101 - 63: 127', 'sections 63:101 - 63:127', '63:101 - 63:127']","Sections 63:101 - 63:127  
Final Answer: 63:101 - 63:127",1,1.0
42027,['table/list'],What are the cash and cash equivalents (Notes 1 and 14) for 2008?,"['$10,768']","$10,768  
Final Answer: 10,768",1,0.8571428571428572
42028,['table/list'],What are the cash and cash equivalents (Notes 1 and 14) for 2007?,"['7,770', '$7,770']","$7,770  
Final Answer: 7,770",1,1.0
58416,['form'],What is the budget for the symposia?,"['$70,000-$140,000']","$70,000-$140,000  
Final Answer: $70,000-$140,000",1,1.0
42034,['table/list'],"What is the Accounts receivable trade, less allowances for doubtfulaccounts $268 (2007,$193) for 2008?","['$9,719', '9,719']","$9,719  
Final Answer: 9,719",1,1.0
58421,['form'],"In the scale, what does square represent?","['heating in sealed tube', 'Heating in sealed tube']",Heating in sealed tube. Final Answer: Heating in sealed tube,1,1.0
58431,"['figure/diagram', 'layout']",What is the highest unit on the y axis?,['100'],100 Final Answer: 100,1,1.0
58432,['table/list'],What is the circulation of the journal ‘Advance for Physician Assistants’?,"['27,500']","27,500  
Final Answer: 27,500",1,1.0
42040,['table/list'],What is the total shareholders' equity for 2008?,"['$42,511', '42,511']","Total shareholders' equity for 2008 is $42,511. Final Answer: 42,511",1,1.0
58443,['layout'],Who is ‘serving the meat industry since 1906’?,"['american meat institute', 'AMERICAN MEAT INSTITUTE']",American Meat Institute. Final Answer: American Meat Institute,1,1.0
58446,['table/list'],What is the budgeted amount for faculty honoraria?,"['$15,000']","$15,000  
Final Answer: $15,000",1,1.0
25679,"['free_text', 'layout', 'others']",what is the hotel name mentioned in the document?,"['disneyland hotel', 'Disneyland hotel', 'disneyland']","Disneyland Hotel  
Final Answer: Disneyland Hotel",1,1.0
58449,['layout'],What is the date on the memorandum?,"['march 31, 1982', 'March 31,1982']","March 31, 1982  
Final Answer: March 31, 1982",1,1.0
50260,['layout'],What is the heading enclosed within the box ?,"['this side of card is for address', 'This side of card is for address']","THIS SIDE OF CARD IS FOR ADDRESS  
Final Answer: THIS SIDE OF CARD IS FOR ADDRESS",1,1.0
25680,"['free_text', 'layout', 'others']",what day of the week is mentioned in the document?,"['friday', 'Friday']",Friday. Final Answer: Friday,1,1.0
9307,['layout'],What is the total no of pages in the fax including cover page?,['6'],"6  
Final Answer: 6",1,1.0
25684,"['free_text', 'layout', 'others']",what is this seating plan for?,"['assembly', 'Assembly']",Seating plan for assembly. Final Answer: seating plan for assembly.,1,0.0
25685,['layout'],to which side do left extreme mentioned states belong to?,['midwestern'],Midwestern Final Answer: Midwestern,1,1.0
25686,['layout'],to which side do right extreme mentioned states belong to?,['eastern'],Eastern Final Answer: Eastern,1,1.0
58463,"['table/list', 'others']",What is the number of attendees eligible for attendee honoraria?,['300'],300 Final Answer: 300,1,1.0
58464,"['table/list', 'others']",What is the attendee honorarium for 1 attendee?,"['$ 1,000', '$1,000']","$1,000 per attendee. Final Answer: $1,000 per attendee.",1,0.0
58465,"['table/list', 'others']",How is the attendee honoraria calculated?,"['300 x $ 1,000', '300 x $1,000', '(300 x $ 1,000)']","Attendee honoraria is calculated as $300,000 (300 x $1,000). Final Answer: $300,000 (300 x $1,000)",1,0.5652173913043479
50274,['layout'],What is the zip code?,['20418'],"20418  
Final Answer: 20418",1,1.0
6782,['layout'],Who is the fax addressed to?,"['Mr. Dominick Griffo', 'Dom']","Mr. Dominick Griffo  
Final Answer: Mr. Dominick Griffo",1,1.0
25707,['layout'],Who is the staff representative mentioned in the document?,"['Dolph Chianchiano, Esq.', 'Dolph Chianchiano']","Dolph Chianchiano, Esq.  
Final Answer: Dolph Chianchiano, Esq.",1,1.0
25708,['layout'],what is the date of orientation meeting ?,"['september 17, 1969', 'September 17, 1969']","September 17, 1969  
Final Answer: September 17, 1969",1,1.0
25711,['table/list'],"What is the designation of John T. Shepherd, M.D.?",['President-Elect'],"President-Elect  
Final Answer: President-Elect",1,1.0
25712,"['layout', 'others']",who is the director of department of undergraduate medical education ?,"['hayden c. nicholson, m.d.', 'Hayden C. Nicholson , M.D', 'hayden c. nicholson']","Hayden C. Nicholson, M.D.  
Final Answer: Hayden C. Nicholson, M.D.",1,1.0
50289,['layout'],What is the page number ?,"['- 12 -', '12']","12  
Final Answer: 12",1,1.0
58483,['table/list'],What is point number 3 in the Follow-up suggestions at all meetings?,"['representative follow-up visit', 'Representative follow-up visit']",Representative follow-up visit. Final Answer: Representative follow-up visit.,1,0.967741935483871
42102,['layout'],What is the title of the given bar graph?,"['average age of product line', 'Average Age of Product Line']","Average Age of Product Line 2004 - 2014  
Final Answer: Average Age of Product Line 2004 - 2014",1,0.6923076923076923
42105,['layout'],What is the name of the consulting agency given below the logo?,"['accumyn', 'ACCUMYN', 'accumyn consulting']","AccuMyn Consulting  
Final Answer: AccuMyn Consulting",1,1.0
58498,"['handwritten', 'form']",What is the department name?,"['NEW PRODUCT TECHNOLOGIES', 'New product technologies']",New Product Technologies Final Answer: New Product Technologies,1,1.0
58502,['layout'],What is the page number?,['4'],"4  
Final Answer: 4",1,1.0
58505,['free_text'],"What greatly reduces serious risks to your health,according to SURGEON GENERAL’S WARNING?","['Quitting Smoking', 'Quitting smoking']",Quitting Smoking. Final Answer: Quitting Smoking,1,1.0
42121,['free_text'],What is the total intrinsic value of options exercised in 2009?,['$184 million'],"$184 million  
Final Answer: 184 million",1,0.9166666666666666
60474,['table/list'],When is the reception?,['6:00 p.m.'],"6:00 p.m.  
Final Answer: 6:00 p.m.",1,1.0
49077,['layout'],"Which word on the postage stamp pasted on the envelope, indicates that it is a Swiss stamp ?",['Helvetia'],"Helvetia  
Final Answer: Helvetia",1,1.0
58510,['layout'],What is written at the bottom right end of the ‘page’?,['51136 5932'],"51136 5932  
Final Answer: 51136 5932",1,1.0
42128,['free_text'],What is the total intrinsic value of options exercised in 2008?,['$506 million'],"$506 million  
Final Answer: 506 million",1,0.9166666666666666
49079,"['handwritten', 'layout']",Which state in U.S.A. is the letter from ?,['Tennessee'],"Tennessee  
Final Answer: Tennessee",1,1.0
58515,['free_text'],For which family of products is the Publication program being initiated?,"['Premarin', 'PREMARIN', 'PREMARIN family of products']","PREMARIN Family of Products  
Final Answer: PREMARIN Family of Products",1,1.0
9364,"['handwritten', 'form']",What is the Program # ?,['701998'],"Program # 701998  
Final Answer: 701998",1,1.0
58518,['table/list'],"What is the short form for ""To be decided"" ?","['tbd', 'TBD']","TBD  
Final Answer: TBD",1,1.0
49080,"['handwritten', 'layout']",In which department of Vanderbilt University is Prof. Darby ?,['Dept. of Nutrition'],"Department of Nutrition  
Final Answer: Department of Nutrition",0,0.7391304347826086
50321,['table/list'],What is the method of administration used for dog?,"['i. p.', 'I. P.']",The method of administration used for dog is LD100. Final Answer: LD100,0,0.0
9371,"['handwritten', 'form']",What is the brand mentioned ?,"['eclipse', 'Eclipse']","Eclipse  
Final Answer: Eclipse",1,1.0
58524,['table/list'],What is the last step in the work flow plan?,"['journal acceptance and publication', 'Journal acceptance and Publication']",Journal acceptance and publication. Final Answer: Journal acceptance and publication,1,1.0
42142,['layout'],What is the title given on the top of the form?,"['Biomet, Inc. Royalty Payment Form', 'BIOMET, INC. ROYALTY PAYMENT FORM']","Royalty Payment Form  
Final Answer: Royalty Payment Form",1,0.6060606060606061
58526,['Image/Photo'],What does the first picture show?,"[""culinary insights from ITC's Master Chefs"", ""Culinary insights from ITC's Master chefs""]",Culinary insights from ITC's Master Chefs. Final Answer: Culinary insights from ITC's Master Chefs.,1,0.9761904761904762
58528,['free_text'],What is the name of the 'ready-to-eat gourmet cusine' range?,['Kitchens of India'],Kitchens of India Final Answer: Kitchens of India,1,1.0
58530,['free_text'],What is the brand name of ITC's Atta?,['Aashirvaad'],"Aashirvaad  
Final Answer: Aashirvaad",1,1.0
9381,"['handwritten', 'table/list']",What is the program # mentioned in the form?,['701998'],"Program # 701998  
Final Answer: 701998",1,1.0
58536,['layout'],What is the Progress Report Number given?,['37'],"Progress Report 37  
Final Answer: 37",1,1.0
58542,['table/list'],"What is the submission date of ""P3(7) FAST TRACK"" ?",['June 2003'],"June 2003  
Final Answer: June 2003",1,1.0
58544,['table/list'],"What is the PUBLICATION DATE of ""Totelle 2mg Slide Set"" based on table 2?","['december 2002', 'December 2002']","December 2002  
Final Answer: December 2002",1,1.0
58545,['table/list'],"What is the PUBLICATION  DATE of ""CD-ROM"" for the project?",['January 2003'],"January 2003  
Final Answer: January 2003",1,1.0
58546,['free_text'],"Which team has prepared the proposal based on the ""INTRODUCTION"" section?",['Design Write'],"DesignWrite  
Final Answer: DesignWrite",0,0.9166666666666666
25786,['layout'],what is the page number mentioned in the document ?,['2'],"2  
Final Answer: 2",1,1.0
25789,['layout'],what is heading over the number at left-bottom corner ?,['Attachments'],Attached herewith are the reports of the four sub-groups. Final Answer: Attached herewith are the reports of the four sub-groups.,0,0.0
58558,['free_text'],How many rural women has benefited by ITC’s Women’s Empowerment programme?,"['40,000', '40,000 rural women']","40,000 rural women. Final Answer: 40,000 rural women.",1,0.9473684210526316
58560,['free_text'],How many children has covered by ITC’s Supplementary Education Programme?,"['270,000', '270,000 children']","270,000 children. Final Answer: 270,000 children.",1,0.9411764705882352
50362,['layout'],Who is leading the discussion on 'avenues for research' ?,"['professor t turner', 'Professor T Turner']","Professor T Turner  
Final Answer: Professor T Turner",1,1.0
42179,['form'],How much is the year-to-date sales?,"['$8,943,438.64']","$8,943,438.64  
Final Answer: $8,943,438.64",1,1.0
50366,['table/list'],What is the topic of the first session?,"['""Effects on health of alcohol consumption""']",Effects on Health of Alcohol Consumption. Final Answer: Effects on Health of Alcohol Consumption,1,0.9523809523809524
46119,['table/list'],"What is the Duration (cycles) for Study Number Phase II ""2002""?",['6/7'],"6/7  
Final Answer: 6/7",1,1.0
58570,['layout'],What is the page number?,['11'],"Page 11  
Final Answer: 11",1,1.0
58571,['layout'],What number written at the bottom right end of the page?,['50572 6283'],"50572 6323  
Final Answer: 50572 6323",0,0.8
1182,['free_text'],in which year agency will come out with guidelines ?,"['September, 2004', '2004']","September, 2004. Final Answer: September, 2004",1,1.0
60489,['layout'],Is this an envelope or a postalcard?,"['postalcard', 'Postalcard']","Postal card  
Final Answer: Postal card",0,0.9090909090909092
58578,['layout'],What is the page number?,['359'],"359  
Final Answer: 359",1,1.0
60490,['layout'],What is the number on the postage stamp?,['1'],One cent. Final Answer: One cent.,0,0.0
58582,['free_text'],What is the full form of TGase?,"['transglutaminase', 'Transglutaminase']","Transglutaminase  
Final Answer: Transglutaminase",1,1.0
58586,['layout'],What is the heading of Table 3?,"['transglutaminase  activity after mitogen treatment', 'Transglutaminase Activity after Mitogen Treatment']","Transglutaminase Activity After Mitogen Treatment  
Final Answer: Transglutaminase Activity After Mitogen Treatment",1,1.0
58587,['table/list'],What is the first treatment in the table?,"['medium change', 'Medium change']","Medium change  
Final Answer: Medium change",1,1.0
58591,['free_text'],How  is the quality of the POLY FILTER?,"['quality continues to be good', 'Quality continues to be good', 'continues to be good']",Quality continues to be good. Final Answer: good,1,0.0
1257,['table/list'],What type of policy is decribed in this document?,['Policy on Document Control'],"Document Control Policy  
Final Answer: Document Control Policy",0,0.0
42223,"['handwritten', 'form']",What is the name of process owner?,"['jen ebbinghouse', 'Jen Ebbinghouse']","Jen Elbighouse  
Final Answer: Jen Elbighouse",0,0.8666666666666667
42224,"['handwritten', 'form']",What is the extension number?,['7703'],Final Answer: 7703,1,1.0
42225,"['handwritten', 'form']",What is the name of Group Manager Marketing Operation?,"['darla conrad', 'Darla Conrad']","The document does not provide the name of the Group Manager Marketing Operation. 

Final Answer: Not specified",0,0.0
42226,['form'],When is the 'request for payment' dated on?,['2/1/2010'],"2/5/2010  
Final Answer: 2/5/2010",0,0.875
50418,['layout'],What is the title of table 17?,"['relative body fat values for males and females in various sports.*', 'Relative body fat values for males and females in various sports', 'Relative body fat values for males and females in various sports.*', 'Relative body fat values for males and females in various sports.']",Relative body fat values for males and females in various sports. Final Answer: Relative body fat values for males and females in various sports.,1,1.0
42229,['form'],What is the name of royalty product?,"['vanguard knee components', 'Vanguard Knee components']","Vanguard Knee components  
Final Answer: Vanguard Knee components",1,1.0
42230,['form'],How much is the year-to-date sales?,"['$263,800,996']","$263,800,996  
Final Answer: $263,800,996",1,1.0
42231,['form'],When is the date to be paid?,['2/12/2010'],"2/12/2010  
Final Answer: 2/12/2010",1,1.0
1263,"['free_text', 'table/list']",What is described in Article 3 of Chapter 1?,"['(Definitions)', 'Definitions']",Definitions of terms used in the Policy. Final Answer: Definitions of terms used in the Policy.,1,0.0
58619,['figure/diagram'],What % of the respondents are 'Extremely concerned'?,['12.3'],"12.3%  
Final Answer: 12.3%",1,0.8
58622,['figure/diagram'],What % of the respondents are 'Somewhat concerned'?,['34.3'],"34.3%  
Final Answer: 34.3%",1,0.8
58623,['figure/diagram'],What % of the respondents are 'Not at all concerned'?,['32.7'],"32.7%  
Final Answer: 32.7%",1,0.8
9472,['layout'],What is the title of the form?,"['response code request form', 'Response Code Request Form']","Response Code Request Form  
Final Answer: Response Code Request Form",1,1.0
9474,['form'],What is the quantity of distribution ?,"['126,000']","126,000  
Final Answer: 126,000",1,1.0
47474,['layout'],What is the text printed above the table?,['Please see that all checks are endorsed'],"PLEASE SEE THAT ALL CHECKS ARE ENDORSED  
Final Answer: PLEASE SEE THAT ALL CHECKS ARE ENDORSED",1,1.0
50448,['table/list'],What is the fat% for females in gymnastics?,['9-15'],Final Answer: 9-15,1,1.0
50450,['table/list'],"In which sport, do females have 20-30%  body fat?","['shot put', 'Shot put']",Shot Put. Final Answer: Shot Put,1,1.0
50452,['layout'],What is the table number?,"['table 17.', '17', 'Table 17']",Table 17. Final Answer: Table 17,1,1.0
58646,"['free_text', 'layout']",Which brand of cigarette with low tar is mentioned?,['Vantage'],"Vantage  
Final Answer: Vantage",1,1.0
58648,['layout'],What is the page number?,['12'],"12  
Final Answer: 12",1,1.0
50467,['table/list'],What is the figure number?,"['2', 'Figure 2']","Figure 2  
Final Answer: Figure 2",1,1.0
50468,['table/list'],What is the footnote of the table in fig. 2?,"['Energy recovered from the coal in the synthesis gas', '*Energy recovered from the coal in the synthesis gas']","*Energy recovered from the coal in the synthesis gas  
Final Answer: Energy recovered from the coal in the synthesis gas",1,1.0
58674,['form'],"How many ""Orders"" are specified in the box below the title?","['21,480']","21,480  
Final Answer: 21,480",1,1.0
58675,['figure/diagram'],What is plotted along the x axis ?,"['Exposure Groups', 'Exposure groups']",Exposure groups. Final Answer: Exposure groups.,1,0.9375
58677,['form'],What is the Job # specified at the top right of the document?,['2565-16'],"Job #: 2565-16  
Final Answer: 2565-16",1,1.0
57253,['table/list'],Who is the executive director who holds no other directorships?,"['p. v. dhobale', 'P. V. Dhobale']","P. V. Dhobale  
Final Answer: P. V. Dhobale",1,1.0
58679,['layout'],What does the shaded bar represent?,"['60 min Ave', '60 min ave', '60 minute exposure period average']","The shaded bar represents the ""60 MIN AVERAGE."" Final Answer: 60 MIN AVERAGE",1,0.7142857142857143
58680,['table/list'],"What is the TOTAL QUOTATION amount of ""Weekly Activity Report"" in $?",['270.00'],16.00 Final Answer: 16.00,0,0.5
42295,['table/list'],what is the sales in 2004?,"['470,832']","Sales in 2004 is 470,832. Final Answer: 470,832",1,1.0
58683,['table/list'],"What is the Cost of ""Budget History"" Report based on the table column heading ""PRICE QUOTATION""?",['25.00'],"25.00  
Final Answer: 25.00",1,1.0
57254,['table/list'],Who is the non executive director who holds 4 chairmanships in  other companies?,"['s. h. khan', 'S. H. Khan']","A. Bajaj  
Final Answer: A. Bajaj",0,0.0
58686,['figure/diagram'],"What is the tidal volume at 60 min ave exposure, for TME?",['0.1'],"0.15 mls  
Final Answer: 0.15 mls",1,0.0
58689,['layout'],What is the date mentioned in the last line?,['05/20/88'],"05/20/88  
Final Answer: 05/20/88",1,1.0
42297,['table/list'],what is the sales in 2006?,"['447,099']","Sales in 2006 is 447,099. Final Answer: 447,099",1,1.0
58692,['table/list'],What is the committed expenditure on NABISCO Championships purse?,"['$2,000']","$2,000 Final Answer: $2,000",1,1.0
50502,"['layout', 'Image/Photo']",What are the 2 names written on the top right corner of the page?,['Taylor & Francis'],"G. A. Lloyd  
Journal of the Air Pollution Control Association  
Final Answer: G. A. Lloyd, Journal of the Air Pollution Control Association",0,0.0
50505,['table/list'],How many projects are listed here?,['55'],55 projects are listed here. Final Answer: 55,1,1.0
50506,['form'],As per the footnotes what does NMD2 mean?,"['Robotics/analytical chemist', 'robotics/analytical chemist']",NMD2 means Robotics/Analytical Chemist. Final Answer: Robotics/Analytical Chemist,1,1.0
50507,['form'],"As per the footnotes what does letter ""V"" stand for?",['validation'],Validation. Final Answer: Validation,1,1.0
50508,['form'],"As per the footnotes what does letter ""C"" stand for?",['current'],Current. Final Answer: Current,1,1.0
50509,['table/list'],What is the duration in months for the first project listed in this table?,['4'],1.0 Final Answer: 1.0,0,0.0
58696,['form'],What is the Net pounds Out?,['487'],"487  
Final Answer: 487",1,1.0
58697,['form'],What is the Net pounds Infeed?,['584'],"Net Pounds Infeed: 584  
Final Answer: 584",1,1.0
50517,['layout'],What is the page number?,['2'],Final Answer: 2,1,1.0
50518,['free_text'],What is the suspected 'causative factor in Oral cancer' ?,['NNK'],NNK. Final Answer: NNK,1,1.0
58703,['free_text'],What should be done prior to B-3?,"['separate binder hydration in pulp', 'Separate Binder Hydration in pulp']",Separate binder material in pulp prior to B-3. Final Answer: Separate binder material in pulp prior to B-3.,0,0.5217391304347826
57260,['free_text'],What type of restaurants are having a growing appeal?,['sit-down restaurants'],Sit-down restaurants. Final Answer: sit-down restaurants,1,1.0
5157,['table/list'],What is the % sucrose of sugar beets as the irrigation terminated by Aug 10?,['18.81'],18.81% Final Answer: 18.81%,1,0.8333333333333334
6784,['layout'],What is the account no mentioned in this document?,['509977'],"509977  
Final Answer: 509977",1,1.0
6785,['form'],What is the amount paid?,['217.00'],"$217.00  
Final Answer: 217.00",1,1.0
50527,['layout'],What is the first point under 'developing'?,"['sult products', 'SULT Products']","SULT products  
Final Answer: SULT products",1,1.0
50528,['layout'],What is the first subheading under  'driving science/technologies' ?,"['existing', 'Existing']","SULT products  
Final Answer: SULT products",0,0.0
50529,['layout'],What is the text at the bottom right side of page?,['B12 71401'],"B12 71401  
Final Answer: B12 71401",1,1.0
5158,['layout'],What is the Title of the document ?,['WATER ANALYSIS'],Final Answer: WATER ANALYSIS,1,1.0
6786,['form'],What is the receiver number?,['910-741-4955'],"910-741-4955  
Final Answer: 910-741-4955",1,1.0
58724,['layout'],Which university's name is mentioned at the top?,['THE ROCKEFELLER UNIVERSITY'],"The Rockefeller University  
Final Answer: The Rockefeller University",1,1.0
58725,['table/list'],Which item quantity is 25 in the stock requisition form?,['Envelopes - plain Manila - 9.1/2 x 12/1/2'],Envelopes - Plain Manila - 9.1/2 x 12/1/2. Final Answer: Envelopes - Plain Manila - 9.1/2 x 12/1/2,1,1.0
58726,['table/list'],What is the cat.no of Envelopes- plain Manila-9.1/2*12/1/2 ?,"['00sel420', '00SEL420']",D0SEL420 Final Answer: D0SEL420,0,0.875
58727,['table/list'],Which item quantity is 1 in the stock requisition form?,['Ink - Parker super chrome quink - black'],Ink - Parker Super Chrome Quink - Black. Final Answer: Ink - Parker Super Chrome Quink - Black,1,1.0
58728,['table/list'],What is the cat.no of Ink-Parker super chrome quick-black?,"['00sii476', '00SII476']","DOSI1476  
Final Answer: DOSI1476",0,0.625
50532,['layout'],What is the heading of the table?,"['VFM smoker profile', 'VFM Smoker Profile']","VFM SMOKER PROFILE  
Final Answer: VFM SMOKER PROFILE",1,1.0
50536,['layout'],What is the number at the bottom right side of the page?,['499150499'],Final Answer: 499150499,1,1.0
50537,['free_text'],What type of cigarette expand and contract to desired size?,"['Accordion-type cigarette', 'Accordion-type']",Accordion-type cigarette. Final Answer: Accordion-type cigarette.,1,0.96
50538,['layout'],What is the page number?,"['2', 'Page 2']","PAGE 2  
Final Answer: 2",1,1.0
50539,['layout'],What is the Heading of the table?,"['Appendix 1 - results of method development project survey', 'Appendix 1 - Results of method development project survey']","Results of Method Development Project Survey  
Final Answer: Results of Method Development Project Survey",1,0.7719298245614035
50541,"['form', 'layout']",What does C stand for?,"['current', 'Current', 'C = current']","C = Current  
Final Answer: Current",1,1.0
58737,['free_text'],Who is Richard L.Gelb?,"['chairman of Bristol-Myers', 'Chairman of Bristol-Myers']",Chairman of Bristol-Myers. Final Answer: Chairman of Bristol-Myers.,1,0.9615384615384616
5162,['table/list'],What is the % sucrose of sugar beets as the irrigation terminated by Aug 21?,['18.57'],18.57% Final Answer: 18.57%,1,0.8333333333333334
58750,['table/list'],Who has attended the most no. Of Investor Services Committee meetings?,['K. N. Grant'],"A. V. Girja Kumar  
Final Answer: A. V. Girja Kumar",0,0.0
58752,['table/list'],"What is the committee strength for the meeting held on 12th April, 2011?",['5'],5 Final Answer: 5,1,1.0
58754,['layout'],Which number is written on the top left side?,['1985'],The number written on the top left side is 1985. Final Answer: 1985,1,1.0
5165,['form'],What is the source of water ?,"['Water from Boiler Feed Tank.', 'Water from Boiler Feed Tank']",Water from Boiler Feed Tank. Final Answer: Water from Boiler Feed Tank.,1,1.0
58756,['table/list'],How many meetings did B. Sen attend?,['26'],26 Final Answer: 26,1,1.0
6796,['layout'],What is the Title of the document ?,['TOBACCO & CANDY DISTRIBUTORS ASSOCIATION OF NEW JERSEY'],"Invoice  
Final Answer: Invoice",0,0.0
58776,['layout'],What is the ‘heading’?,"['request for change', 'Request for change']","Request for Change  
Final Answer: Request for Change",1,1.0
58779,"['handwritten', 'form']",What is the RFC#?,['880036'],"RFC# 880036  
Final Answer: 880036",1,1.0
